1059187850	20210818	202108	2021	2021.6247											IRL	IRELAND	IRL								1	112	112	11	3	-2.0	3	1	3	-8.03571428571428	0								4	Tralee, Kerry, Ireland	EI	EI11	18290	52.2667	-9.71667	-1506015	4	Tralee, Kerry, Ireland	EI	EI11	18290	52.2667	-9.71667	-1506015	20220818173000	https://www.radiokerry.ie/news/man-appears-before-special-sitting-of-tralee-district-court-293756
1059187851	20210818	202108	2021	2021.6247	FIN	FINN	FIN																		1	051	051	05	1	3.4	6	1	6	1.98511166253101	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	0								4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20220818173000	https://www.sundayworld.com/news/irish-news/mica-campaigner-jokes-great-to-see-reputable-block-manufacturer-in-ireland-as-lego-store-opens/1269776699.html
1059187852	20210818	202108	2021	2021.6247	FIN	FINN	FIN								IRL	IRELAND	IRL								1	051	051	05	1	3.4	2	1	2	1.98511166253101	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20220818173000	https://www.sundayworld.com/news/irish-news/mica-campaigner-jokes-great-to-see-reputable-block-manufacturer-in-ireland-as-lego-store-opens/1269776699.html
1059187853	20210818	202108	2021	2021.6247	IRL	IRELAND	IRL																		1	051	051	05	1	3.4	2	1	2	1.98511166253101	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	0								4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20220818173000	https://www.sundayworld.com/news/irish-news/mica-campaigner-jokes-great-to-see-reputable-block-manufacturer-in-ireland-as-lego-store-opens/1269776699.html
1059187854	20220719	202207	2022	2022.5452											MNCUSA	DISNEY	USA					MNC			1	046	046	04	1	7.0	3	1	3	-1.67158308751229	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220818173000	https://bleedingcool.com/tv/loki-season-2-owen-wilson-isnt-playing-when-it-comes-to-spoilers/
1059187855	20220719	202207	2022	2022.5452											NLD	DUTCH	NLD								1	062	062	06	2	7.4	10	1	10	2.63157894736842	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220818173000	https://www.agriland.ie/farming-news/joined-up-thinking-leads-to-nitrogen-reducing-pilot-on-dutch-dairy-farms/
1059187856	20220719	202207	2022	2022.5452											USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	1.22295390404515	0								3	Waconia, Minnesota, United States	US	USMN	MN019	44.8508	-93.7869	653704	3	Waconia, Minnesota, United States	US	USMN	MN019	44.8508	-93.7869	653704	20220818173000	https://www.hometownsource.com/sun_patriot/community/market-with-growth/article_2d6b2554-1ef4-11ed-9a17-cf71057746d3.html
1059187857	20220719	202207	2022	2022.5452	CHN	CHINA	CHN								JPN	JAPAN	JPN								0	017	017	01	1	0.0	2	1	2	-2.24171539961013	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20220818173000	https://www.globaltimes.cn/page/202208/1273374.shtml
1059187858	20220719	202207	2022	2022.5452	CHN	CHINA	CHN								JPN	JAPAN	JPN								0	017	017	01	1	0.0	2	1	2	-2.24171539961013	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20220818173000	https://www.globaltimes.cn/page/202208/1273374.shtml
1059187859	20220719	202207	2022	2022.5452	CHN	CHINA	CHN								JPN	JAPAN	JPN								0	017	017	01	1	0.0	6	1	6	-2.24171539961013	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20220818173000	https://www.globaltimes.cn/page/202208/1273374.shtml
