1059198454	20210818	202108	2021	2021.6247	BUS	COMPANIES						BUS													1	061	061	06	2	6.4	6	2	6	2.67262398511927	3	South Hall, Illinois, United States	US	USIL	IL089	41.7539	-88.3492	1839790	0								3	South Hall, Illinois, United States	US	USIL		41.7539	-88.3492	1839790	20220818184500	https://www.globenewswire.com/news-release/2022/08/18/2501175/0/en/PAC-Machinery-s-PACK-EXPO-International-Exhibit-Provides-Packaging-Solutions-To-Increase-Production-Minimize-Growing-Pains-for-Businesses.html
1059198455	20210818	202108	2021	2021.6247	BUS	COMPANIES						BUS													1	061	061	06	2	6.4	4	2	4	2.67262398511927	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220818184500	https://www.globenewswire.com/news-release/2022/08/18/2501175/0/en/PAC-Machinery-s-PACK-EXPO-International-Exhibit-Provides-Packaging-Solutions-To-Increase-Production-Minimize-Growing-Pains-for-Businesses.html
1059198456	20210818	202108	2021	2021.6247	CAN	HUDSON BAY	CAN																		0	111	111	11	3	-2.0	6	1	6	0.25839793281654	4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	0								4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	20220818184500	https://www.timescolonist.com/business/hudsons-bay-to-revive-the-zellers-brand-5711882
1059198457	20220719	202207	2022	2022.5452											EUR	EUROPE	EUR								1	043	043	04	1	2.8	10	1	10	4.69314079422383	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220818184500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/get-all-the-details-on-prince-harry-and-meghan-markle-s-upcoming-trip-to-europe/ar-AA10GBgj
1059198458	20220719	202207	2022	2022.5452	CRM	CRIMINAL						CRM			LEG	CONGRESS						LEG			0	128	128	12	3	-5.0	4	1	4	-6.7154255319149	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818184500	https://www.dailymail.co.uk/news/article-11124411/Trump-allies-roll-call-shame-Allen-Weisselberg-FIFTH-crony-convicted-felony.html
1059198459	20220719	202207	2022	2022.5452	CRM	CRIMINAL						CRM			LEG	CONGRESS						LEG			0	128	128	12	3	-5.0	6	1	6	-6.7154255319149	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818184500	https://www.dailymail.co.uk/news/article-11124411/Trump-allies-roll-call-shame-Allen-Weisselberg-FIFTH-crony-convicted-felony.html
1059198460	20220719	202207	2022	2022.5452	CRM	CRIMINAL						CRM			LEG	CONGRESS						LEG			0	173	173	17	4	-5.0	6	1	6	-6.7154255319149	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818184500	https://www.dailymail.co.uk/news/article-11124411/Trump-allies-roll-call-shame-Allen-Weisselberg-FIFTH-crony-convicted-felony.html
1059198461	20220719	202207	2022	2022.5452	EUR	EUROPE	EUR																		1	042	042	04	1	1.9	4	1	4	4.69314079422383	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220818184500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/get-all-the-details-on-prince-harry-and-meghan-markle-s-upcoming-trip-to-europe/ar-AA10GBgj
1059198462	20220719	202207	2022	2022.5452	JUD	ATTORNEY						JUD			USA	LOUISIANA	USA								1	128	128	12	3	-5.0	5	1	5	-4.69043151969981	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220818184500	https://www.theadvertiser.com/story/news/2022/08/18/louisiana-abortion-politics-prevent-new-orleans-infrastructure-project-funding/10353352002/
1059198463	20220811	202208	2022	2022.6055	FIN	FINLAND	FIN																		1	020	020	02	1	3.0	2	1	2	-1.68067226890756	5	Ostrobothnia, Ostrobothnia, Finland	FI	FI29	16235	63	22	413101	0								5	Ostrobothnia, Ostrobothnia, Finland	FI	FI29	16235	63	22	413101	20220818184500	https://yle.fi/news/3-12583179
1059198464	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD													0	016	016	01	1	-2.0	1	1	1	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198465	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD													0	110	110	11	3	-2.0	1	1	1	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198466	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	016	016	01	1	-2.0	3	1	3	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198467	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD			USAJUD	UNITED STATES	USA					JUD			0	016	016	01	1	-2.0	2	1	2	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198468	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD			USAJUD	UNITED STATES	USA					JUD			0	040	040	04	1	1.0	3	1	3	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198469	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD			USAJUD	UNITED STATES	USA					JUD			0	110	110	11	3	-2.0	5	1	5	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198470	20220811	202208	2022	2022.6055	MED	MAGAZINE						MED													1	130	130	13	3	-4.4	6	1	6	-6.69856459330144	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818184500	http://www.africanews.com/2022/08/18/anthony-joshua-says-saturdays-rematch-with-oleksandr-usyk-is-must-win/
1059198471	20220811	202208	2022	2022.6055	TUR	TURKEY	TUR								GBR	UNITED KINGDOM	GBR								0	112	112	11	3	-2.0	2	1	2	-7.23009281875916	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818184500	https://www.counterextremism.com/roundup/eye-extremism-august-18-202
1059198472	20220811	202208	2022	2022.6055	UKR	UKRAINE	UKR								MED	MAGAZINE						MED			1	130	130	13	3	-4.4	2	1	2	-6.69856459330144	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Ukraine	UP	UP		49	32	UP	20220818184500	http://www.africanews.com/2022/08/18/anthony-joshua-says-saturdays-rematch-with-oleksandr-usyk-is-must-win/
1059198473	20220811	202208	2022	2022.6055	USAJUD	UNITED STATES	USA					JUD			JUD	JUDGE						JUD			0	040	040	04	1	1.0	3	1	3	-7.08245243128964	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818184500	https://www.courthousenews.com/ex-trump-organization-cfo-pleads-guilty-to-all-tax-charges/
1059198474	20220817	202208	2022	2022.6219	GOVLAB	LABOUR MINIST						GOV	LAB		HTI	HAITIAN	HTI								1	174	174	17	4	-5.0	2	1	2	-6.66666666666667	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20220818184500	http://radiojamaicanewsonline.com/local/the-bahamas-haitian-boat-survivors-to-be-deported-this-week
