1059217793	20210818	202108	2021	2021.6247											AFR	AFRICA	AFR								0	084	084	08	2	7.0	4	1	4	-11.1587982832618	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220818213000	https://www.iol.co.za/capetimes/news/warrant-of-arrest-issued-for-suspended-anc-mpl-danville-smith-after-missing-court-date-9ceb67d5-ea08-43d2-bcbc-14990a94363c
1059217794	20210818	202108	2021	2021.6247	GOV	KING						GOV			AFR	AFRICA	AFR								0	080	080	08	2	5.0	2	1	2	-4.68085106382979	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220818213000	https://www.nytimes.com/2022/08/18/briefing/heat-climate-china-taiwan-asia.html
1059217795	20210818	202108	2021	2021.6247	LAB	EMPLOYEE						LAB			SEN	SENEGAL	SEN								1	112	112	11	3	-2.0	2	1	2	-4.51388888888889	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20220818213000	https://www.modernghana.com/news/1178086/senegals-sonko-says-will-run-in-2024-presidential.html
1059217796	20210818	202108	2021	2021.6247	LAB	EMPLOYEE						LAB			SEN	SENEGAL	SEN								1	112	112	11	3	-2.0	2	1	2	-4.51388888888889	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818213000	https://www.modernghana.com/news/1178086/senegals-sonko-says-will-run-in-2024-presidential.html
1059217797	20210818	202108	2021	2021.6247	LEG	LAWMAKER						LEG													0	014	014	01	1	0.0	10	1	10	4.25531914893617	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220818213000	https://www.lmtonline.com/entertainment/article/California-to-Add-Diversity-Rules-to-State-Film-17382829.php
1059217798	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA																		1	050	050	05	1	3.5	2	1	2	-0.62111801242237	3	New Haven, Connecticut, United States	US	USCT	CT009	41.3082	-72.9282	209231	0								3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20220818213000	http://www.courant.com/business/hc-biz-tweed-airport-expansion-20220818-b22woiqrovam5a5u5yrgy6ier4-story.html
1059217799	20210818	202108	2021	2021.6247	USAMED	THE ASSOCIATED PRESS	USA					MED													1	015	015	01	1	0.0	6	1	6	-12.8571428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818213000	https://www.wrtv.com/news/national/trial-for-30-year-old-man-accused-in-8-ohio-deaths-set-to-begin
1059217800	20210818	202108	2021	2021.6247	USAMED	THE ASSOCIATED PRESS	USA					MED			USA	UNITED STATES	USA								1	015	015	01	1	0.0	2	1	2	-12.8571428571428	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818213000	https://www.wrtv.com/news/national/trial-for-30-year-old-man-accused-in-8-ohio-deaths-set-to-begin
1059217801	20210818	202108	2021	2021.6247	USAMED	THE ASSOCIATED PRESS	USA					MED			USA	UNITED STATES	USA								1	015	015	01	1	0.0	2	1	2	-12.8571428571428	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818213000	https://www.wrtv.com/news/national/trial-for-30-year-old-man-accused-in-8-ohio-deaths-set-to-begin
1059217802	20220719	202207	2022	2022.5452	CVL	VOTER						CVL													1	020	020	02	1	3.0	5	1	5	0.11494252873564	3	Gambrills, Maryland, United States	US	USMD	MD003	39.0671	-76.6652	590274	0								3	Gambrills, Maryland, United States	US	USMD	MD003	39.0671	-76.6652	590274	20220818213000	http://www.baltimoresun.com/politics/ac-cn-petition-public-campaign-finance-fails-20220818-sos7zpss2ng75g2jxuhz5uurye-story.html
