1059130542	20220811	202208	2022	2022.6055											IRL	IRELAND	IRL								0	042	042	04	1	1.9	1	1	1	0.38277511961723	0								1	Poland	PL	PL		52	20	PL	1	Ukraine	UP	UP		49	32	UP	20220818103000	https://www.rte.ie/news/ireland/2022/0818/1316425-student-accommodation/
1059130543	20220811	202208	2022	2022.6055	IRL	IRELAND	IRL																		0	043	043	04	1	2.8	2	1	2	0.38277511961723	1	Poland	PL	PL		52	20	PL	0								1	Ukraine	UP	UP		49	32	UP	20220818103000	https://www.rte.ie/news/ireland/2022/0818/1316425-student-accommodation/
1059130544	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	2	1	2	2.32198142414861	3	New Washington, Ohio, United States	US	USOH	OH033	40.9623	-82.8543	1056451	0								3	New Washington, Ohio, United States	US	USOH		40.9623	-82.8543	1056451	20220818103000	https://www.bucyrustelegraphforum.com/story/news/2022/08/18/mural-artist-will-start-work-sept-12-at-new-washington-veterans-park/65407338007/
1059130545	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	1	1	1	2.32198142414861	3	Bucyrus, Ohio, United States	US	USOH	OH033	40.8084	-82.9755	1056736	0								3	New Washington, Ohio, United States	US	USOH		40.9623	-82.8543	1056451	20220818103000	https://www.bucyrustelegraphforum.com/story/news/2022/08/18/mural-artist-will-start-work-sept-12-at-new-washington-veterans-park/65407338007/
1059130546	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	1	1	1	2.32198142414861	3	Bucyrus, Ohio, United States	US	USOH	OH033	40.8084	-82.9755	1056736	0								3	Bucyrus, Ohio, United States	US	USOH	OH033	40.8084	-82.9755	1056736	20220818103000	https://www.bucyrustelegraphforum.com/story/news/2022/08/18/mural-artist-will-start-work-sept-12-at-new-washington-veterans-park/65407338007/
1059130547	20220817	202208	2022	2022.6219											USA	NEW YORK	USA								1	026	026	02	1	4.0	4	1	4	-1.27877237851663	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818103000	https://www.medscape.com/viewarticle/979298
1059130548	20220817	202208	2022	2022.6219	COP	POLICE						COP			MDV	MALE	MDV								1	084	084	08	2	7.0	5	1	5	-3.97022332506204	0								0								0								20220818103000	https://www.dailymail.co.uk/news/article-11123243/Detectives-step-hunt-man-girl-snatched-street-sexually-assaulted-van.html
1059130549	20220817	202208	2022	2022.6219	GOV	ELECTION COMMISSION						GOV													0	040	040	04	1	1.0	10	1	10	-1.66666666666667	3	Harris County, Texas, United States	US	USTX	TX201	29.8336	-95.4002	1383886	0								3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	20220818103000	https://www.houstonchronicle.com/news/houston-texas/houston/article/GOP-already-is-attacking-Harris-County-s-new-17380660.php
1059130550	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	060	060	06	2	6.0	6	1	6	-0.52910052910052	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220818103000	https://www.miningmx.com/news/gold/50447-sibanye-stillwater-and-drdgold-flag-expected-profit-drops-ahead-of-reporting-their-results-for-end-june/
1059130551	20220818	202208	2022	2022.6247											BRA	BRAZIL	BRA								1	042	042	04	1	1.9	4	1	4	-3.53935552033808	0								4	Los Pinares, Misiones, Argentina	AR	AR14	4735	-26.55	-53.8333	-1002152	4	Los Pinares, Misiones, Argentina	AR	AR14	4735	-26.55	-53.8333	-1002152	20220818103000	https://www.mining-technology.com/analysis/mining-profits-pandemic-communities-left-behind/
1059130552	20220818	202208	2022	2022.6247											BRA	BRAZIL	BRA								1	042	042	04	1	1.9	3	1	3	-3.53935552033808	0								4	Guapinol, IntibucáO, Honduras	HO	HO10	15724	13.8667	-88.3167	-1121881	4	Guapinol, IntibucáO, Honduras	HO	HO10	15724	13.8667	-88.3167	-1121881	20220818103000	https://www.mining-technology.com/analysis/mining-profits-pandemic-communities-left-behind/
1059130553	20220818	202208	2022	2022.6247											BRA	BRAZIL	BRA								1	042	042	04	1	1.9	3	1	3	-3.53935552033808	0								4	Aurizona, MaranhãBR, Brazil	BR	BR13	18585	-1.28333	-45.7667	-626664	4	Aurizona, MaranhãBR, Brazil	BR	BR13	18585	-1.28333	-45.7667	-626664	20220818103000	https://www.mining-technology.com/analysis/mining-profits-pandemic-communities-left-behind/
1059130554	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	042	042	04	1	1.9	4	1	4	-1.05448154657293	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20220818103000	https://www.investegate.co.uk/predator-o--38-g-hldgs--prd-/rns/notice-of-annual-general-meeting/202208181100124672W/
1059130555	20220818	202208	2022	2022.6247											BUS	LANDLORD						BUS			1	046	046	04	1	7.0	5	1	5	-1.40252454417952	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220818103000	https://www.fosters.com/story/opinion/columns/guest/2022/08/18/nh-election-2022-tim-horrigan-announces-candidacy-durham-state-rep/10347494002/
1059130556	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								1	061	061	06	2	6.4	2	1	2	-1.52542372881356	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220818103000	https://tass.com/pressreview/1495093
