1060177535	20210825	202108	2021	2021.6438	EDU	SCHOOL						EDU													0	128	128	12	3	-5.0	1	1	1	1.98170731707317	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220825173000	https://patriotpost.us/articles/90793-floridas-parents-re-take-their-school-boards-2022-08-25
1060177536	20210825	202108	2021	2021.6438	EDU	SCHOOL						EDU													0	128	128	12	3	-5.0	1	1	1	1.98170731707317	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825173000	https://patriotpost.us/articles/90793-floridas-parents-re-take-their-school-boards-2022-08-25
1060177537	20210825	202108	2021	2021.6438	MNCUSABUS	BOEING	USA					MNC	BUS		VNM	VIETNAM	VNM								1	051	051	05	1	3.4	4	1	4	0.705882352941177	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825173000	https://e.vnexpress.net/news/industries/boeing-wants-to-expand-supply-chains-in-vietnam-director-4503982.html
1060177538	20210825	202108	2021	2021.6438	USA	ARKANSAS	USA								HLH	SOCIAL WORKER						HLH			1	129	129	12	3	-5.0	15	1	10	-8.76288659793818	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825173000	http://www.msn.com/en-us/news/us/arkansas-can-t-ban-treatment-of-transgender-kids-court-says/ar-AA1168TK
1060177539	20210825	202108	2021	2021.6438	USA	MASSACHUSETTS	USA								VCTHLH	ST VINCENT	VCT					HLH			0	143	143	14	3	-6.5	1	1	1	-3.66726296958855	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220825173000	https://www.lakegenevanews.net/news/state-and-regional/uw-health-nurses-vote-to-authorize-3-day-strike-in-september-as-they-seek-to/article_90f710da-38f1-5377-aff4-c048a277fcf4.html
1060177540	20210825	202108	2021	2021.6438	USA	MASSACHUSETTS	USA								VCTHLH	ST VINCENT	VCT					HLH			0	143	143	14	3	-6.5	1	1	1	-3.66726296958855	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220825173000	https://www.lakegenevanews.net/news/state-and-regional/uw-health-nurses-vote-to-authorize-3-day-strike-in-september-as-they-seek-to/article_90f710da-38f1-5377-aff4-c048a277fcf4.html
1060177541	20210825	202108	2021	2021.6438	ace	ACEHNESE			ace																0	193	193	19	4	-10.0	5	1	5	-3.96135265700483	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20220825173000	https://www.economist.com/culture/2022/08/25/an-epic-history-of-oil-from-ancient-times-to-the-first-world-war
1060177542	20220726	202207	2022	2022.5644	JPN	JAPANESE	JPN								GOV	GOVERNMENT						GOV			0	141	141	14	3	-6.5	8	1	8	-4.39932318104907	1	Japan	JA	JA		36	138	JA	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	1	Japan	JA	JA		36	138	JA	20220825173000	https://www.manilatimes.net/2022/08/26/news/world/myanmar-junta-detains-british-ex-envoy-husband-in-yangon/1855983
1060177543	20220726	202207	2022	2022.5644	JPN	JAPANESE	JPN								GOV	GOVERNMENT						GOV			0	141	141	14	3	-6.5	2	1	2	-4.39932318104907	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825173000	https://www.manilatimes.net/2022/08/26/news/world/myanmar-junta-detains-british-ex-envoy-husband-in-yangon/1855983
1060177544	20220726	202207	2022	2022.5644	PAN	PANAMA	PAN								BUS	CONTAINERSHIP						BUS			1	051	051	05	1	3.4	5	1	5	3.45622119815669	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825173000	https://maritime-executive.com/corporate/panama-canal-welcomes-largest-vessel-by-cargo-capacity
1060177545	20220818	202208	2022	2022.6247	ALB	ALBANIAN	ALB								GBR	UNITED KINGDOM	GBR								0	030	030	03	1	4.0	2	1	2	-3.01075268817204	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	20220825173000	https://www.dailymail.co.uk/news/article-11146215/More-2-000-Afghans-dangerous-Channel-crossing-small-boats-year.html
1060177546	20220818	202208	2022	2022.6247	COP	POLICE						COP													1	012	012	01	1	-0.4	4	1	4	-4.14201183431953	3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	0								3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	20220825173000	https://www.middletownpress.com/hartford/article/Missing-disabled-Southington-woman-may-be-in-17397810.php
1060177547	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA																		1	012	012	01	1	-0.4	6	1	6	-4.14201183431953	3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	0								3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	20220825173000	https://www.middletownpress.com/hartford/article/Missing-disabled-Southington-woman-may-be-in-17397810.php
1060177548	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								COP	POLICE						COP			1	012	012	01	1	-0.4	6	1	6	-4.14201183431953	3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	3	Southington, Connecticut, United States	US	USCT	CT003	41.5965	-72.8776	211030	20220825173000	https://www.middletownpress.com/hartford/article/Missing-disabled-Southington-woman-may-be-in-17397810.php
1060177549	20220824	202208	2022	2022.6411											USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	1	1	1	-1.56046814044213	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825173000	https://ny.chalkbeat.org/2022/8/25/23321900/kathy-hochul-class-size-bill
1060177550	20220824	202208	2022	2022.6411	USAGOV	UNITED STATES	USA					GOV													1	040	040	04	1	1.0	1	1	1	-1.56046814044213	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825173000	https://ny.chalkbeat.org/2022/8/25/23321900/kathy-hochul-class-size-bill
1060177551	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	040	040	04	1	1.0	4	1	4	-9.87124463519313	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220825173000	https://www.702.co.za/articles/453106/city-power-cut-off-orlando-east-s-electricity-due-to-illegal-connections
1060177552	20220825	202208	2022	2022.6438											AGO	ANGOLA	AGO								1	036	036	03	1	4.0	1	1	1	0.93167701863354	0								4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20220825173000	http://www.acp.int/content/10th-summit-oacps-heads-state-and-government-take-place-luanda-angola
1060177553	20220825	202208	2022	2022.6438											AGO	ANGOLA	AGO								1	051	051	05	1	3.4	5	1	5	0	0								4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	1	Ethiopia	ET	ET		8	38	ET	20220825173000	https://www.africaleader.com/news/272666605/globalink--angolans-go-to-polls-to-elect-president-lawmakers
1060177554	20220825	202208	2022	2022.6438											BUS	BANK						BUS			1	046	046	04	1	7.0	10	1	10	2.48447204968944	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220825173000	https://www.manilatimes.net/2022/08/26/business/corporate-news/del-monte-eyes-ipo-for-2-subsidiaries/1856013
1060177555	20220825	202208	2022	2022.6438											BUS	COMPANIES						BUS			1	061	061	06	2	6.4	10	1	10	0.97465886939572	0								4	Saskatoon, Saskatchewan, Canada	CA	CA11	154724	52.1333	-106.667	-573213	4	Saskatoon, Saskatchewan, Canada	CA	CA11	154724	52.1333	-106.667	-573213	20220825173000	https://www.cbc.ca/news/canada/saskatoon/tech-company-vendasta-fires-5-per-cent-of-employees-1.6561893
1060177556	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	112	112	11	3	-2.0	2	1	2	-3.420523138833	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825173000	https://ottawa.ctvnews.ca/we-re-not-leaving-deadline-passes-for-the-united-people-of-canada-to-leave-ottawa-church-1.6041658
1060177557	20220825	202208	2022	2022.6438											CHE	SWITZERLAND	CHE								1	046	046	04	1	7.0	2	1	2	3.38983050847458	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220825173000	https://www.who.int/news-room/events/detail/2022/09/01/default-calendar/h20-summit
1060177558	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	020	020	02	1	3.0	3	1	3	3.81861575178998	0								5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220825173000	https://tibet.net/his-holiness-the-dalai-lama-visits-lga-dharma-centre-and-attends-lunch-at-abi-pang-spituk/
1060177559	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	-1.40093395597065	0								4	Nanyue, Jiangxi, China	CH	CH03	13160	29.2834	114.582	11073094	4	Nanyue, Jiangxi, China	CH	CH03	13160	29.2834	114.582	11073094	20220825173000	https://lithub.com/phong-nguyen-on-vietnam-then-taiwan-today-and-chinas-interests-abroad/
1060177560	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	3.81861575178998	0								5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220825173000	https://tibet.net/his-holiness-the-dalai-lama-visits-lga-dharma-centre-and-attends-lunch-at-abi-pang-spituk/
1060177561	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	140	140	14	3	-6.5	10	1	10	-6.79405520169852	0								0								0								20220825173000	https://www.freepressjournal.in/indore/meghnagar-state-highway-blocked-to-protest-police-failure-to-nab-killer
1060177562	20220825	202208	2022	2022.6438											CRM	THIEVES						CRM			1	080	080	08	2	5.0	5	1	5	-4.59016393442623	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825173000	https://ktar.com/story/5212228/stealing-home-dozens-of-arizona-houses-fraudulently-sold-without-owners-knowledge/
1060177563	20220825	202208	2022	2022.6438											CRM	KIDNAPPER						CRM			1	130	130	13	3	-4.4	1	1	1	-6.90476190476191	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220825173000	https://www.manilatimes.net/2022/08/26/news/regions/bacolod-police-hit-fake-news-on-kidnapping/1856001
1060177564	20220825	202208	2022	2022.6438											CVL	CIVILIAN						CVL			1	030	030	03	1	4.0	5	1	5	-3.06122448979592	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20220825173000	https://thepeninsulaqatar.com/article/25/08/2022/libyan-govt-to-continuing-working-until-coming-elections-pm
1060177565	20220825	202208	2022	2022.6438											CVL	CITIZEN						CVL			0	042	042	04	1	1.9	10	1	10	-0.90702947845805	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220825173000	https://www.wwno.org/coastal-desk/2022-08-25/move-in-day-for-isle-de-jean-charles-resettlement-residents-marked-with-relief-and-uncertainty
1060177566	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	-4.9645390070922	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220825173000	https://www.phillytrib.com/news/local_news/community-members-gather-in-south-philly-for-discussion-on-policing-stop-and-frisk-debate/article_c13992f2-9a20-5c5b-89b6-f759650e41a1.html
1060177567	20220825	202208	2022	2022.6438											CVL	ELECTOR						CVL			0	046	046	04	1	7.0	3	1	3	-2.35383447228549	0								4	Laquila, Abruzzo, Italy	IT	IT01	18349	42.3667	13.3667	-119724	4	Laquila, Abruzzo, Italy	IT	IT01	18349	42.3667	13.3667	-119724	20220825173000	https://www.catholicworldreport.com/2022/08/25/a-question-of-delicate-balance-how-might-pope-francis-reform-the-rules-of-the-conclave/
1060177568	20220825	202208	2022	2022.6438											CVL	HIKER						CVL			0	046	046	04	1	7.0	6	1	6	-2.937576499388	0								3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	20220825173000	https://www.postindependent.com/news/rerouting-only-paved-portion-of-continental-divide-trail-in-colorado-is-continued-challenge/
1060177569	20220825	202208	2022	2022.6438											CVL	ELECTOR						CVL			0	046	046	04	1	7.0	2	1	2	-2.35383447228549	0								1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20220825173000	https://www.catholicworldreport.com/2022/08/25/a-question-of-delicate-balance-how-might-pope-francis-reform-the-rules-of-the-conclave/
1060177570	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	090	090	09	2	-2.0	7	1	7	0.78212290502794	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825173000	http://www.mcall.com/news/elections/mc-nws-pa-poll-governor-senate-20220825-cmnijmae65dkpb3gswoughkm2m-story.html
1060177571	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	100	100	10	3	-5.0	2	1	2	6.10561056105611	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220825173000	https://apnews.com/press-release/pr-newswire/entertainment-new-york-issa-rae-942d8146cfb5c0b8560ae35db2bfa02e
1060177572	20220825	202208	2022	2022.6438											CVL	ETHNIC MINORITY						CVL			1	110	110	11	3	-2.0	2	1	2	-3.20366132723112	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825173000	https://www.manilatimes.net/2022/08/26/news/world/rohingya-mark-5th-year-of-exodus/1856034
1060177573	20220825	202208	2022	2022.6438											CVL	ETHNIC MINORITY						CVL			1	110	110	11	3	-2.0	8	1	8	-3.20366132723112	0								1	Myanmar	BM	BM		22	98	BM	1	Myanmar	BM	BM		22	98	BM	20220825173000	https://www.manilatimes.net/2022/08/26/news/world/rohingya-mark-5th-year-of-exodus/1856034
1060177574	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			1	190	190	19	4	-10.0	10	1	10	-1.74418604651163	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220825173000	https://indyweek.com/news/northcarolina/court-hearings-to-follow-nc-supreme-court-ruling-on-constitutional-amendments/
1060177575	20220825	202208	2022	2022.6438											DOM	DOMINICAN REPUBLIC	DOM								1	030	030	03	1	4.0	6	1	6	3.11688311688312	0								4	Sabaneta, Santo Domingo, Dominican Republic	DR	DR37	37016	18.5439	-69.7972	-3365751	4	Sabaneta, Santo Domingo, Dominican Republic	DR	DR37	37016	18.5439	-69.7972	-3365751	20220825173000	https://www.meridianstar.com/news/local_news/northcrest-baptist-church-hosts-glow-run-benefit-saturday/article_b4d45227-bdd4-5757-9295-ed4686c9c6ad.html
