1060177576	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	020	020	02	1	3.0	8	1	8	-5.99090665953464	0								4	Miar, Ha?afon, Israel	IS	IS03	18314	32.8753	35.2469	-780708	4	Miar, Ha?afon, Israel	IS	IS03	18314	32.8753	35.2469	-780708	20220825173000	https://www.972mag.com/palestinian-trauma-violence-asrar-kayyal/
1060177577	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	020	020	02	1	3.0	2	1	2	-5.99090665953464	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220825173000	https://www.972mag.com/palestinian-trauma-violence-asrar-kayyal/
1060177578	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	2	1	2	0.34364261168385	0								4	Jeypore, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jeypore, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220825173000	https://www.thehindu.com/news/national/tamil-nadu/tamil-nadus-first-womens-college-marches-on/article65809449.ece
1060177579	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	3	1	3	0.34364261168385	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20220825173000	https://www.thehindu.com/news/national/tamil-nadu/tamil-nadus-first-womens-college-marches-on/article65809449.ece
1060177580	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	8	1	8	-5.99090665953464	0								4	Miar, Ha?afon, Israel	IS	IS03	18314	32.8753	35.2469	-780708	4	Miar, Ha?afon, Israel	IS	IS03	18314	32.8753	35.2469	-780708	20220825173000	https://www.972mag.com/palestinian-trauma-violence-asrar-kayyal/
1060177581	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	2	1	2	-5.99090665953464	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220825173000	https://www.972mag.com/palestinian-trauma-violence-asrar-kayyal/
1060177582	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	042	042	04	1	1.9	6	1	6	2.92887029288703	0								3	Lewis County High School, West Virginia, United States	US	USWV		39.02	-80.4786	1728613	3	Lewis County High School, West Virginia, United States	US	USWV		39.02	-80.4786	1728613	20220825173000	https://www.wvnews.com/westondemocrat/news/west-virginia-initiative-to-spark-home-grown-educators-comes-to-lewis-county-high-school/article_e9d351a6-2482-11ed-880f-6f4578b327d5.html
1060177583	20220825	202208	2022	2022.6438											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	6	1	6	2.92887029288703	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220825173000	https://www.wvnews.com/westondemocrat/news/west-virginia-initiative-to-spark-home-grown-educators-comes-to-lewis-county-high-school/article_e9d351a6-2482-11ed-880f-6f4578b327d5.html
1060177584	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	043	043	04	1	2.8	5	1	5	5.16853932584269	0								3	Gateway Technical College, Wisconsin, United States	US	USWI		42.6061	-87.8476	1850084	3	Gateway Technical College, Wisconsin, United States	US	USWI		42.6061	-87.8476	1850084	20220825173000	https://journaltimes.com/news/local/gene-haas-foundation-donates-540-000-to-gateway-to-support-former-students-to-return-to/article_bd4209d4-2491-11ed-bb51-13a2929fe791.html
1060177585	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	046	046	04	1	7.0	10	1	10	2.92397660818713	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220825173000	https://www.apartmenttherapy.com/lessons-from-learning-two-languages-37123816
1060177586	20220825	202208	2022	2022.6438											EGY	EGYPT	EGY								1	042	042	04	1	1.9	5	1	5	4.69798657718121	0								4	Great Sphinx, Al Jizah, Egypt	EG	EG08	65350	29.9667	31.1333	-288412	4	Great Sphinx, Al Jizah, Egypt	EG	EG08	65350	29.9667	31.1333	-288412	20220825173000	https://www.sis.gov.eg/Story/170874/CNN-Travel-lists-Egypt-among-world
1060177587	20220825	202208	2022	2022.6438											ELI	ACTOR						ELI			1	051	051	05	1	3.4	6	1	6	6.20525059665872	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825173000	https://www.yahoo.com/entertainment/sylvester-stallones-younger-brother-frank-165609085.html
1060177588	20220825	202208	2022	2022.6438											ELIJUD	RETIRED						ELI	JUD		1	0874	087	08	2	10.0	2	1	2	-5.38922155688623	0								4	Bhiwandi, Maharashtra, India	IN	IN16	17783	19.3	73.0667	-2091610	4	Bhiwandi, Maharashtra, India	IN	IN16	17783	19.3	73.0667	-2091610	20220825173000	https://www.freepressjournal.in/mumbai/thane-milk-van-driver-from-bhiwandi-arrested-for-knocking-down-retired-lawyer
1060177589	20220825	202208	2022	2022.6438											ELIJUD	RETIRED						ELI	JUD		1	0874	087	08	2	10.0	6	1	6	-5.38922155688623	0								4	Saravali, Maharashtra, India	IN	IN16	17783	19.95	72.7667	-2110386	4	Saravali, Maharashtra, India	IN	IN16	17783	19.95	72.7667	-2110386	20220825173000	https://www.freepressjournal.in/mumbai/thane-milk-van-driver-from-bhiwandi-arrested-for-knocking-down-retired-lawyer
1060177590	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	10	1	10	-0.83774250440918	0								4	Bodrum, Iç, Turkey	TU	TU32	27859	36.1667	32.8	-739557	4	Bodrum, Iç, Turkey	TU	TU32	27859	36.1667	32.8	-739557	20220825173000	https://www.dailymail.co.uk/tvshowbiz/article-11146249/Yazmin-Oukhellou-displays-scar-arm-having-break-it.html
1060177591	20220825	202208	2022	2022.6438											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	8	1	8	-3.91389432485323	0								1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20220825173000	https://www.telcotitans.com/telefonicawatch/telefonica-peru-willing-to-pay-hefty-14bn-tax-bill/5317.article
1060177592	20220825	202208	2022	2022.6438											GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	3	1	3	3.81861575178998	0								5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220825173000	https://tibet.net/his-holiness-the-dalai-lama-visits-lga-dharma-centre-and-attends-lunch-at-abi-pang-spituk/
1060177593	20220825	202208	2022	2022.6438											GOV	MINIST						GOV			0	043	043	04	1	2.8	5	1	5	1.11576011157601	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220825173000	https://www.antigojournal.com/news/national/scientology-volunteer-ministers-reach-out-once-again-with-help/article_8c287206-3b15-512b-870f-a77f54a6d972.html
1060177594	20220825	202208	2022	2022.6438											GOV	DIRECTOR GENERAL						GOV			1	046	046	04	1	7.0	3	1	3	3.38983050847458	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220825173000	https://www.who.int/news-room/events/detail/2022/09/01/default-calendar/h20-summit
1060177595	20220825	202208	2022	2022.6438											HLH	HOSPITAL						HLH			1	014	014	01	1	0.0	10	1	10	-3.66726296958855	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825173000	https://www.lakegenevanews.net/news/state-and-regional/uw-health-nurses-vote-to-authorize-3-day-strike-in-september-as-they-seek-to/article_90f710da-38f1-5377-aff4-c048a277fcf4.html
1060177596	20220825	202208	2022	2022.6438											HLH	HOSPITAL						HLH			1	120	120	12	3	-4.0	2	1	2	0.0920810313075502	0								4	Ebeye, Marshall Islands (general), Marshall Islands	RM	RM00	19488	8.77889	167.738	10256638	4	Ebeye, Marshall Islands (general), Marshall Islands	RM	RM00	19488	8.77889	167.738	10256638	20220825173000	https://www.mvariety.com/news/marshalls-sees-big-drop-off-in-covid-cases-praised-for-unprecedented-response/article_bbe94058-241d-11ed-ba6f-4301987c2c88.html
1060177597	20220825	202208	2022	2022.6438											IDN	INDONESIAN	IDN								1	046	046	04	1	7.0	2	1	2	4.86486486486487	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220825173000	https://en.vietnamplus.vn/na-leader-welcomes-new-canadian-ambassador-to-vietnam/236282.vnp
1060177598	20220825	202208	2022	2022.6438											IDNGOV	INDONESIAN	IDN					GOV			1	046	046	04	1	7.0	4	1	4	4.86486486486487	0								1	Indonesia	ID	ID		-5	120	ID	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220825173000	https://en.vietnamplus.vn/na-leader-welcomes-new-canadian-ambassador-to-vietnam/236282.vnp
1060177599	20220825	202208	2022	2022.6438											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	036	036	03	1	4.0	10	1	10	-0.58823529411764	0								1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	20220825173000	https://english.alarabiya.net/business/energy/2022/08/25/OPEC-united-on-Saudi-Arabia-s-call-to-weigh-supply-curbs
1060177600	20220825	202208	2022	2022.6438											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	036	036	03	1	4.0	10	1	10	-0.27855153203342	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220825173000	https://www.investing.com/news/commodities-news/opec-deepens-support-for-saudi-call-to-weigh-supply-curbs-2880195
1060177601	20220825	202208	2022	2022.6438											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	046	046	04	1	7.0	10	1	10	-0.58823529411764	0								1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	20220825173000	https://english.alarabiya.net/business/energy/2022/08/25/OPEC-united-on-Saudi-Arabia-s-call-to-weigh-supply-curbs
1060177602	20220825	202208	2022	2022.6438											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	046	046	04	1	7.0	10	1	10	-0.27855153203342	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220825173000	https://www.investing.com/news/commodities-news/opec-deepens-support-for-saudi-call-to-weigh-supply-curbs-2880195
