1060134045	20210825	202108	2021	2021.6438											GOV	MINIST						GOV			0	046	046	04	1	7.0	10	1	10	1.27931769722814	0								4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20220825120000	https://www.pressandjournal.co.uk/fp/opinion/columnists/4704181/sanna-marin-finnish-pm-donna-mclean-opinion/
1060134046	20210825	202108	2021	2021.6438	CHR	CHRISTIAN				CHR					USAEDU	COLORADO	USA					EDU			0	164	164	16	4	-7.0	8	1	8	-1.48148148148148	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825120000	https://www.ibtimes.com/who-qualifies-joe-bidens-new-student-loan-forgiveness-plan-3605686
1060134047	20210825	202108	2021	2021.6438	CVL	CITIZEN						CVL			GBR	LONDON	GBR								0	042	042	04	1	1.9	10	1	10	-2.43673851921274	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825120000	https://www.washingtonpost.com/world/interactive/2022/india-extreme-heat-climate-change/
1060134048	20210825	202108	2021	2021.6438	GBR	LONDON	GBR								CVL	CITIZEN						CVL			0	043	043	04	1	2.8	10	1	10	-2.43673851921274	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825120000	https://www.washingtonpost.com/world/interactive/2022/india-extreme-heat-climate-change/
1060134049	20210825	202108	2021	2021.6438	GOV	JUNTA						GOV													0	203	203	20	4	-10.0	10	1	10	-3.42146189735615	1	Gambia	GA	GA		13.5	-15.5	GA	0								1	Gambia	GA	GA		13.5	-15.5	GA	20220825120000	https://www.irrawaddy.com/news/burma/uk-imposes-more-sanctions-on-myanmar-military-linked-companies.html
1060134050	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								USAEDU	COLORADO	USA					EDU			0	164	164	16	4	-7.0	2	1	2	-1.48148148148148	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825120000	https://www.ibtimes.com/who-qualifies-joe-bidens-new-student-loan-forgiveness-plan-3605686
1060134051	20220726	202207	2022	2022.5644	FIN	HELSINKI	FIN								GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	10	1	10	1.27931769722814	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20220825120000	https://www.pressandjournal.co.uk/fp/opinion/columnists/4704181/sanna-marin-finnish-pm-donna-mclean-opinion/
1060134052	20220726	202207	2022	2022.5644	GOV	PRINCE						GOV			EDU	SCHOOL						EDU			0	120	120	12	3	-4.0	6	1	6	2.5	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220825120000	https://www.mirror.co.uk/news/royals/the-queen-george-charlotte-louis-27821060
1060134053	20220726	202207	2022	2022.5644	GOV	PRINCE						GOV			EDU	SCHOOL						EDU			0	120	120	12	3	-4.0	4	1	4	2.5	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220825120000	https://www.mirror.co.uk/news/royals/the-queen-george-charlotte-louis-27821060
1060134054	20220726	202207	2022	2022.5644	GOV	PRIME MINISTER						GOV			FIN	HELSINKI	FIN								1	042	042	04	1	1.9	8	1	8	1.27931769722814	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825120000	https://www.pressandjournal.co.uk/fp/opinion/columnists/4704181/sanna-marin-finnish-pm-donna-mclean-opinion/
