1060082168	20210825	202108	2021	2021.6438											GOV	ADMINISTRATION						GOV			1	100	100	10	3	-5.0	10	1	10	-5.91715976331361	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20220825040000	https://www.tribuneindia.com/news/amritsar/10-years-after-court-decree-rights-activist-gets-relief-for-torture-in-police-custody-425052
1060082169	20220726	202207	2022	2022.5644											GOV	ADMINISTRATION						GOV			1	040	040	04	1	1.0	6	1	6	-0.69124423963134	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
1060082170	20220726	202207	2022	2022.5644											USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	1	2	-0.69124423963134	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
1060082171	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	130	130	13	3	-4.4	10	1	10	-0.33167495854063	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	1	China	CH	CH		35	105	CH	20220825040000	https://www.ibtimes.com/japan-seeks-sustainable-world-africa-aid-forum-3605559
1060082172	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	186	186	18	4	-10.0	5	1	5	-0.33167495854063	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825040000	https://www.ibtimes.com/japan-seeks-sustainable-world-africa-aid-forum-3605559
1060082173	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	186	186	18	4	-10.0	5	1	5	-0.33167495854063	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825040000	https://www.ibtimes.com/japan-seeks-sustainable-world-africa-aid-forum-3605559
1060082174	20220726	202207	2022	2022.5644	GOV	ADMINISTRATION						GOV													1	040	040	04	1	1.0	6	1	6	-0.69124423963134	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
1060082175	20220726	202207	2022	2022.5644	GOV	ADMINISTRATION						GOV													1	060	060	06	2	6.0	6	1	6	-0.69124423963134	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
1060082176	20220726	202207	2022	2022.5644	JUD	JUDGE						JUD													1	0831	083	08	2	5.0	2	1	2	0.343642611683852	3	Westchester County, New York, United States	US	USNY	NY119	41.1168	-73.7996	974157	0								3	Westchester County, New York, United States	US	USNY		41.1168	-73.7996	974157	20220825040000	https://www.seattlepi.com/news/article/New-York-s-high-court-picks-Cannataro-as-acting-17395988.php
1060082177	20220726	202207	2022	2022.5644	LEG	LAWMAKER						LEG			USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	1	2	-0.69124423963134	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
1060082178	20220726	202207	2022	2022.5644	LEG	LAWMAKER						LEG			USAGOV	UNITED STATES	USA					GOV			1	060	060	06	2	6.0	2	1	2	-0.69124423963134	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
1060082179	20220726	202207	2022	2022.5644	MIL	MILITARY OFFICIAL						MIL													0	010	010	01	1	0.0	10	1	10	-4.77528089887641	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	0								4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20220825040000	https://www.aol.com/news/us-troops-injured-rockets-fired-004400698.html
1060082180	20220726	202207	2022	2022.5644	USAGOV	UNITED STATES	USA					GOV													1	040	040	04	1	1.0	2	1	2	-0.69124423963134	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825040000	https://www.wdrb.com/news/more-than-200-million-in-eastern-kentucky-flood-relief-on-the-table-as-lawmakers-convene/article_668f4790-23bb-11ed-9a8e-477e2fd77026.html
