1060048429	20210824	202108	2021	2021.6411											BUS	INVESTOR						BUS			0	060	060	06	2	6.0	3	1	3	0.998336106489187	0								3	Seal Beach, California, United States	US	USCA		33.7414	-118.105	1661416	3	Seal Beach, California, United States	US	USCA		33.7414	-118.105	1661416	20220824224500	https://www.latimes.com/socal/daily-pilot/entertainment/story/2022-08-24/o-c-historic-preservationist-purchases-seal-beachs-historic-water-tower
1060048430	20210824	202108	2021	2021.6411	GOV	ENERGY MINIST						GOV													1	020	020	02	1	3.0	10	1	10	-2.83479960899315	4	Hiroshima, Hiroshima, Japan	JA	JA11	34163	34.4	132.45	-229436	0								4	Hiroshima, Hiroshima, Japan	JA	JA11	34163	34.4	132.45	-229436	20220824224500	https://www.washingtonpost.com/business/energy/can-japan-learn-to-love-nuclear-power-again/2022/08/24/e8481eaa-23f8-11ed-a72f-1e7149072fbc_story.html
1060048431	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								BUS	INVESTOR						BUS			0	060	060	06	2	6.0	1	1	1	0.998336106489187	3	Lynwood, California, United States	US	USCA	CA037	33.9303	-118.211	1660965	3	Seal Beach, California, United States	US	USCA		33.7414	-118.105	1661416	3	Lynwood, California, United States	US	USCA	CA037	33.9303	-118.211	1660965	20220824224500	https://www.latimes.com/socal/daily-pilot/entertainment/story/2022-08-24/o-c-historic-preservationist-purchases-seal-beachs-historic-water-tower
1060048432	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								USABUS	UNITED STATES	USA					BUS			0	060	060	06	2	6.0	1	1	1	0.998336106489187	3	Lynwood, California, United States	US	USCA	CA037	33.9303	-118.211	1660965	3	Seal Beach, California, United States	US	USCA		33.7414	-118.105	1661416	3	Lynwood, California, United States	US	USCA	CA037	33.9303	-118.211	1660965	20220824224500	https://www.latimes.com/socal/daily-pilot/entertainment/story/2022-08-24/o-c-historic-preservationist-purchases-seal-beachs-historic-water-tower
1060048433	20220725	202207	2022	2022.5616	BUS	INDUSTRY						BUS			JPN	JAPAN	JPN								0	051	051	05	1	3.4	10	1	10	1.06837606837606	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824224500	https://www.capitalpress.com/ag_sectors/livestock/japanese-foodservice-slow-to-recover/article_dece9d54-23ee-11ed-8030-13a936112751.html
1060048434	20220725	202207	2022	2022.5616	UKR	UKRAINIAN	UKR								CVL	TOURIST						CVL			1	172	172	17	4	-5.0	2	1	2	-2.5531914893617	1	Ukraine	UP	UP		49	32	UP	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824224500	https://www.i24news.tv/en/news/israel/diplomacy/1661371368-charter-planes-booked-to-send-israeli-pilgrims-to-uman-despite-ukraine-war
1060048435	20220725	202207	2022	2022.5616	UKR	UKRAINIAN	UKR								JEW	JEWISH				JEW					1	051	051	05	1	3.4	2	1	2	-2.5531914893617	1	Ukraine	UP	UP		49	32	UP	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824224500	https://www.i24news.tv/en/news/israel/diplomacy/1661371368-charter-planes-booked-to-send-israeli-pilgrims-to-uman-despite-ukraine-war
1060048436	20220725	202207	2022	2022.5616	UKRGOV	UKRAINIAN	UKR					GOV			CVL	TOURIST						CVL			1	172	172	17	4	-5.0	6	1	6	-2.5531914893617	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824224500	https://www.i24news.tv/en/news/israel/diplomacy/1661371368-charter-planes-booked-to-send-israeli-pilgrims-to-uman-despite-ukraine-war
1060048437	20220725	202207	2022	2022.5616	UKRGOV	UKRAINE	UKR					GOV			CVL	TOURIST						CVL			1	172	172	17	4	-5.0	2	1	2	-2.5531914893617	1	Ukraine	UP	UP		49	32	UP	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824224500	https://www.i24news.tv/en/news/israel/diplomacy/1661371368-charter-planes-booked-to-send-israeli-pilgrims-to-uman-despite-ukraine-war
1060048438	20220725	202207	2022	2022.5616	UKRGOV	UKRAINIAN	UKR					GOV			JEW	JEWISH				JEW					1	051	051	05	1	3.4	8	1	8	-2.5531914893617	1	Ukraine	UP	UP		49	32	UP	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824224500	https://www.i24news.tv/en/news/israel/diplomacy/1661371368-charter-planes-booked-to-send-israeli-pilgrims-to-uman-despite-ukraine-war
1060048439	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-1.53203342618384	3	Bellows Falls, Vermont, United States	US	USVT	VT025	43.1334	-72.444	1456381	0								3	Bellows Falls, Vermont, United States	US	USVT		43.1334	-72.444	1456381	20220824224500	https://www.reformer.com/local-news/route-121-bridge-project-now-slated-for-march-2023/article_ff836b18-23af-11ed-9dc9-2bc94a4e2f53.html
1060048440	20220725	202207	2022	2022.5616	USA	ALABAMA	USA								BUS	AUTOMAKER						BUS			0	112	112	11	3	-2.0	7	1	7	-3.44827586206897	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824224500	https://www.carscoops.com/2022/08/another-hyundai-supplier-has-been-accused-of-using-child-labor-in-alabama/
1060048441	20220817	202208	2022	2022.6219	GOV	PREMIER						GOV													0	020	020	02	1	3.0	10	1	10	-1.68918918918919	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20220824224500	https://www.castanet.net/news/Kelowna/381707/Enough-is-enough-Kelowna-mayor-calling-for-change-after-release-of-prolific-offender
1060048442	20220823	202208	2022	2022.6384	USA	HOUSTON	USA								USAGOV	HOUSTON	USA					GOV			1	110	110	11	3	-2.0	8	1	8	-9.43952802359885	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824224500	https://setexasrecord.com/stories/630746500-houston-dismissed-from-suit-alleging-elderly-woman-died-because-of-emts-improper-handling-of-stretcher
1060048443	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	186	186	18	4	-10.0	2	1	2	-9.94035785288269	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220824224500	https://www.iol.co.za/dailynews/news/kwazulu-natal/suspects-in-abahlali-basemjondolo-leaders-slaying-appear-in-court-98182175-518d-49c8-8597-2271b0412ac9
1060048444	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	4	1	4	-9.94035785288269	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220824224500	https://www.iol.co.za/dailynews/news/kwazulu-natal/suspects-in-abahlali-basemjondolo-leaders-slaying-appear-in-court-98182175-518d-49c8-8597-2271b0412ac9
