1060142103	20210825	202108	2021	2021.6438	KHM	CAMBODIA	KHM																		0	010	010	01	1	0.0	2	1	2	-0.26954177897574	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20220825130000	https://www.thestar.com.my/aseanplus/aseanplus-news/2022/08/25/second-round-of-garment-wage-talks-clear-professional
1060142104	20220818	202208	2022	2022.6247											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	6	1	6	-3.07101727447217	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220825130000	https://www.mirror.co.uk/3am/celebrity-news/katie-piper-gives-smile-shes-27830008
1060142105	20220818	202208	2022	2022.6247	CZE	PRAGUE	CZE								GOV	FOREIGN MINIST						GOV			0	036	036	03	1	4.0	1	1	1	-3.0060120240481	1	Italy	IT	IT		42.833333	12.833333	IT	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20220825130000	https://cnsnews.com/article/international/patrick-goodenough/lithuania-suggests-crimea-test-russians-seeking-entry
1060142106	20220818	202208	2022	2022.6247	DEU	GERMAN	DEU								NOR	NORWAY	NOR								0	125	125	12	3	-5.0	1	1	1	-3.0060120240481	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Slovenia	SI	SI		46.25	15.166667	SI	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825130000	https://cnsnews.com/article/international/patrick-goodenough/lithuania-suggests-crimea-test-russians-seeking-entry
1060142107	20220818	202208	2022	2022.6247	GBR	UNITED KINGDOM	GBR																		1	120	120	12	3	-4.0	2	1	2	-7.2961373390558	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20220825130000	https://www.bbc.co.uk/news/uk-england-london-62670584
1060142108	20220818	202208	2022	2022.6247	GBR	UNITED KINGDOM	GBR																		1	120	120	12	3	-4.0	2	1	2	-7.2961373390558	4	Bedford, Borough of Bedford, United Kingdom	UK	UKZ5	40124	52.1333	-0.45	-2589545	0								4	Bedford, Borough of Bedford, United Kingdom	UK	UKZ5	40124	52.1333	-0.45	-2589545	20220825130000	https://www.bbc.co.uk/news/uk-england-london-62670584
1060142109	20220818	202208	2022	2022.6247	GBR	UNITED KINGDOM	GBR								HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	4	1	4	-3.07101727447217	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220825130000	https://www.mirror.co.uk/3am/celebrity-news/katie-piper-gives-smile-shes-27830008
1060142110	20220818	202208	2022	2022.6247	GOV	FOREIGN MINIST						GOV			CZE	PRAGUE	CZE								0	036	036	03	1	4.0	1	1	1	-3.0060120240481	1	Lithuania	LH	LH		56	24	LH	1	Italy	IT	IT		42.833333	12.833333	IT	1	Lithuania	LH	LH		56	24	LH	20220825130000	https://cnsnews.com/article/international/patrick-goodenough/lithuania-suggests-crimea-test-russians-seeking-entry
1060142111	20220818	202208	2022	2022.6247	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	6	1	6	-3.07101727447217	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220825130000	https://www.mirror.co.uk/3am/celebrity-news/katie-piper-gives-smile-shes-27830008
1060142112	20220818	202208	2022	2022.6247	HLH	HOSPITAL						HLH			GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	4	1	4	-3.07101727447217	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220825130000	https://www.mirror.co.uk/3am/celebrity-news/katie-piper-gives-smile-shes-27830008
1060142113	20220818	202208	2022	2022.6247	LTUGOV	DAINIUS KREIVYS	LTU					GOV													1	020	020	02	1	3.0	3	1	3	-2.78951817413356	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	0								4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	20220825130000	https://bnn-news.com/bnn-analyses-lithuania-forced-to-delay-completion-of-electricity-market-liberalization-frowns-at-nord-pool-spot-237626
1060142114	20220818	202208	2022	2022.6247	LTUGOV	DAINIUS KREIVYS	LTU					GOV			GOV	ENERGY MINIST						GOV			1	020	020	02	1	3.0	5	1	5	-2.78951817413356	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	20220825130000	https://bnn-news.com/bnn-analyses-lithuania-forced-to-delay-completion-of-electricity-market-liberalization-frowns-at-nord-pool-spot-237626
1060142115	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	8	2	8	-4.14120841819416	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220825130000	https://abc17news.com/news/2022/08/25/father-says-lack-of-closure-in-his-sons-disappearance-keeps-him-up-at-night-hes-not-alone/
1060142116	20220824	202208	2022	2022.6411	CYP	CYPRUS	CYP								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-2.42105263157895	4	Eilat, HaDarom, Israel	IS	IS01	18315	29.558	34.9482	-779626	4	Eilat, HaDarom, Israel	IS	IS01	18315	29.558	34.9482	-779626	4	Eilat, HaDarom, Israel	IS	IS01	18315	29.558	34.9482	-779626	20220825130000	https://www.jpost.com/arab-israeli-conflict/article-715580
1060142117	20220824	202208	2022	2022.6411	CYP	CYPRUS	CYP								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-2.42105263157895	1	Cyprus	CY	CY		35	33	CY	4	Eilat, HaDarom, Israel	IS	IS01	18315	29.558	34.9482	-779626	4	Eilat, HaDarom, Israel	IS	IS01	18315	29.558	34.9482	-779626	20220825130000	https://www.jpost.com/arab-israeli-conflict/article-715580
