1060163824	20210825	202108	2021	2021.6438	AFG	AFGHANISTAN	AFG								GOVMIL	DEFENSE MINIST						GOV	MIL		1	042	042	04	1	1.9	5	1	5	-0.38610038610039	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220825154500	https://www.khaama.com/afghan-soil-should-not-be-used-to-attack-other-country-indian-defense-minister-at-sco-364789/
1060163825	20210825	202108	2021	2021.6438	EDU	PROFESSOR						EDU			BUS	BUSINESS						BUS			1	0831	083	08	2	5.0	10	1	10	-0.53763440860215	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220825154500	https://www.thehindubusinessline.com/economy/policy/former-cea-kv-subramanian-appointed-as-executive-director-at-imf/article65810663.ece
1060163826	20210825	202108	2021	2021.6438	ESP	SPANIARD	ESP								AUS	AUSTRALIA	AUS								1	120	120	12	3	-4.0	1	1	1	1.40845070422535	1	France	FR	FR		46	2	FR	1	Spain	SP	SP		40	-4	SP	1	France	FR	FR		46	2	FR	20220825154500	https://www.planetf1.com/news/fernando-alonso-wanted-alpine-stay/
1060163827	20210825	202108	2021	2021.6438	ESP	SPANIARD	ESP								AUS	AUSTRALIA	AUS								1	120	120	12	3	-4.0	1	1	1	1.40845070422535	1	Spain	SP	SP		40	-4	SP	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825154500	https://www.planetf1.com/news/fernando-alonso-wanted-alpine-stay/
1060163828	20210825	202108	2021	2021.6438	GOVMIL	DEFENSE MINIST						GOV	MIL		AFG	AFGHANISTAN	AFG								1	043	043	04	1	2.8	5	1	5	-0.38610038610039	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220825154500	https://www.khaama.com/afghan-soil-should-not-be-used-to-attack-other-country-indian-defense-minister-at-sco-364789/
1060163829	20210825	202108	2021	2021.6438	MLT	MALTA	MLT								MLTGOV	MALTESE	MLT					GOV			1	046	046	04	1	7.0	6	1	6	2.32558139534884	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20220825154500	https://maltabusinessweekly.com/government-kicks-off-space-act-consultation-with-talks-at-spacex/20071/
1060163830	20210825	202108	2021	2021.6438	MLTGOV	MALTESE	MLT					GOV			MLT	MALTA	MLT								1	046	046	04	1	7.0	6	1	6	2.32558139534884	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20220825154500	https://maltabusinessweekly.com/government-kicks-off-space-act-consultation-with-talks-at-spacex/20071/
1060163831	20210825	202108	2021	2021.6438	REL	ABBOT																			1	1821	182	18	4	-9.0	3	1	3	-2.13776722090261	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825154500	https://www.nytimes.com/2022/08/25/us/politics/ads-texas-orourke-abbott.html
1060163832	20210825	202108	2021	2021.6438	USA	WASHINGTON	USA																		1	120	120	12	3	-4.0	8	1	8	-8.02568218298556	1	Cuba	CU	CU		22	-79.5	CU	0								1	Cuba	CU	CU		22	-79.5	CU	20220825154500	https://www.washingtontimes.com/news/2022/aug/25/new-bill-would-punish-china-for-refusing-to-take-b/
1060163833	20210825	202108	2021	2021.6438	USA	WASHINGTON	USA																		1	120	120	12	3	-4.0	2	1	2	-8.02568218298556	1	Laos	LA	LA		18	105	LA	0								1	Cuba	CU	CU		22	-79.5	CU	20220825154500	https://www.washingtontimes.com/news/2022/aug/25/new-bill-would-punish-china-for-refusing-to-take-b/
