1060084431	20210825	202108	2021	2021.6438											NGA	NIGERIAN	NGA								0	100	100	10	3	-5.0	2	1	2	1.32766861391396	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084432	20210825	202108	2021	2021.6438	LEG	SENATE						LEG			PTY	DEMOCRATIC PARTY									1	160	160	16	4	-4.0	10	1	10	2.01409869083585	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20220825043000	https://www.bendbulletin.com/localstate/final-ballot-for-governors-race-faces-aug-30-deadline/article_ba691026-9348-5cf8-b5f0-31050cce1216.html
1060084433	20210825	202108	2021	2021.6438	MED	TELEVISION						MED													0	112	112	11	3	-2.0	6	1	6	1.32766861391396	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084434	20210825	202108	2021	2021.6438	MED	TELEVISION						MED													0	130	130	13	3	-4.4	6	1	6	1.32766861391396	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084435	20210825	202108	2021	2021.6438	MED	TELEVISION						MED			NGA	NIGERIA	NGA								0	112	112	11	3	-2.0	2	1	2	1.32766861391396	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084436	20210825	202108	2021	2021.6438	MED	TELEVISION						MED			NGA	NIGERIA	NGA								0	112	112	11	3	-2.0	2	1	2	1.32766861391396	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084437	20210825	202108	2021	2021.6438	MED	TELEVISION						MED			NGA	NIGERIA	NGA								0	130	130	13	3	-4.4	2	1	2	1.32766861391396	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084438	20210825	202108	2021	2021.6438	MED	TELEVISION						MED			NGA	NIGERIA	NGA								0	130	130	13	3	-4.4	2	1	2	1.32766861391396	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084439	20210825	202108	2021	2021.6438	NGA	NIGERIA	NGA																		0	013	013	01	1	0.4	4	1	4	1.32766861391396	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825043000	https://guardian.ng/news/despite-crises-ayu-meets-governor-candidates-boasts-of-pdp-victory-in-2023/
1060084440	20220818	202208	2022	2022.6247	IRN	IRAN	IRN																		1	020	020	02	1	3.0	1	1	1	-1.05708245243129	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20220825043000	https://www.thenews.com.pk/print/985208-us-responds-to-iran-on-n-deal-as-momentum-builds
