1060109689	20210825	202108	2021	2021.6438	GBR	BRITISH	GBR								BUS	INDUSTRY						BUS			1	160	160	16	4	-4.0	2	1	2	-2.77136258660508	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220825084500	https://www.traveldailymedia.com/british-airways-cuts-10000-flights-from-to-heathrow/
1060109690	20210825	202108	2021	2021.6438	PHL	PHILIPPINE	PHL																		1	161	161	16	4	-4.0	1	1	1	0	5	Mountain Province, Mountain, Philippines	RP	RP44	24209	17.0833	121.167	-2440407	0								5	Mountain Province, Mountain, Philippines	RP	RP44	24209	17.0833	121.167	-2440407	20220825084500	https://www.congress.gov.ph/photojournal/zoom.php?photoid=3787
1060109691	20220726	202207	2022	2022.5644	KEN	KENYA	KEN																		1	080	080	08	2	5.0	4	1	4	-0.80321285140562	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825084500	https://allafrica.com/stories/202208250077.html
1060109692	20220818	202208	2022	2022.6247	FRA	FRANCE	FRA								MLI	MALI	MLI								1	0874	087	08	2	10.0	2	1	2	-1.75438596491228	1	France	FR	FR		46	2	FR	1	Mali	ML	ML		17	-4	ML	4	Bangui, Bangui, Central African Republic	CT	CT18	18585	4.36667	18.5833	-1339562	20220825084500	https://www.africaintelligence.com/central-africa/2022/08/25/hindered-by-russian-influence-france-closes-its-last-army-base-in-bangui,109806851-art
1060109693	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	2	1	2	-10.6761565836299	0								5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20220825084500	https://www.iol.co.za/news/south-africa/western-cape/suspect-who-tinder-swindled-senior-cop-out-of-r3m-nabbed-in-court-5706f200-b814-400c-ac7f-0a173fb5b872
1060109694	20220825	202208	2022	2022.6438											BRA	BRAZILIAN	BRA								1	040	040	04	1	1.0	9	1	7	4.53172205438066	0								4	Rio Branco, Acre, Brazil	BR	BR01	18585	-9.96667	-67.8	-666544	4	Rio Branco, Acre, Brazil	BR	BR01	18585	-9.96667	-67.8	-666544	20220825084500	https://www.thehindu.com/news/national/jaishankar-co-chairs-joint-commission-meeting-with-brazilian-fm-discusses-cooperation-in-defence-petroleum-sectors/article65809120.ece
1060109695	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	036	036	03	1	4.0	10	1	10	-0.46296296296297	0								4	Lahori, Madhya Pradesh, India	IN	IN35	17749	23.3833	76.3833	-2102266	4	Lahori, Madhya Pradesh, India	IN	IN35	17749	23.3833	76.3833	-2102266	20220825084500	https://inc42.com/buzz/fb-brand-paper-boat-secures-50-mn-from-singapore-sovereign-fund-gic/
1060109696	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	040	040	04	1	1.0	10	1	10	-0.46296296296297	0								4	Lahori, Madhya Pradesh, India	IN	IN35	17749	23.3833	76.3833	-2102266	4	Lahori, Madhya Pradesh, India	IN	IN35	17749	23.3833	76.3833	-2102266	20220825084500	https://inc42.com/buzz/fb-brand-paper-boat-secures-50-mn-from-singapore-sovereign-fund-gic/
1060109697	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	060	060	06	2	6.0	6	1	6	2.20338983050848	0								3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	20220825084500	https://warbirdsnews.com/airshow-news/2022-american-navion-society-national-fly-in.html
1060109698	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	060	060	06	2	6.0	4	1	4	2.20338983050848	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825084500	https://warbirdsnews.com/airshow-news/2022-american-navion-society-national-fly-in.html
1060109699	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	130	130	13	3	-4.4	6	1	6	-5.74162679425837	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825084500	https://techmoran.com/2021/10/13/faced-with-a-deficit-apple-reduces-manufacturing-target/
1060109700	20220825	202208	2022	2022.6438											CHE	LAUSANNE	CHE								1	040	040	04	1	1.0	5	1	5	-2.5974025974026	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220825084500	https://www.letsrun.com/news/2022/08/schedule-entries-results-for-2022-athletissima-lausanne-diamond-league/
1060109701	20220825	202208	2022	2022.6438											COP	PRISON						COP			0	0311	031	03	1	5.2	10	1	10	-1.04961832061069	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20220825084500	https://www.app.com/story/news/crime/2022/08/25/former-nj-inmates-help-adjust-life-after-prison/65393513007/
1060109702	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	042	042	04	1	1.9	5	1	5	-4.45765230312036	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20220825084500	https://www.newstalkzb.co.nz/news/national/electrician-ordered-to-pay-8000-towards-legal-costs-after-complaint-against-former-employer/
1060109703	20220825	202208	2022	2022.6438											COP	STATE PRISON						COP			1	042	042	04	1	1.9	6	1	6	-1.04961832061069	0								3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	20220825084500	https://www.app.com/story/news/crime/2022/08/25/former-nj-inmates-help-adjust-life-after-prison/65393513007/
1060109704	20220825	202208	2022	2022.6438											COP	STATE PRISON						COP			1	173	173	17	4	-5.0	6	1	6	-1.04961832061069	0								3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	20220825084500	https://www.app.com/story/news/crime/2022/08/25/former-nj-inmates-help-adjust-life-after-prison/65393513007/
1060109705	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	030	030	03	1	4.0	1	1	1	-3.74220374220375	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825084500	http://www.msn.com/en-us/news/politics/rekha-basu-republicans-keep-siding-with-trump-over-truth/ar-AA114BBc
1060109706	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	030	030	03	1	4.0	9	1	9	-3.74220374220375	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20220825084500	http://www.msn.com/en-us/news/politics/rekha-basu-republicans-keep-siding-with-trump-over-truth/ar-AA114BBc
1060109707	20220825	202208	2022	2022.6438											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	2	1	2	-4.70347648261759	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220825084500	https://www.foxnews.com/us/uvalde-residents-react-school-board-firing-police-chief-pete-arredondo-after-mass-shooting-long-overdue
1060109708	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	091	091	09	2	-2.0	8	1	8	1.90995907230559	0								3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20220825084500	https://theconservativetreehouse.com/blog/2022/08/25/august-25th-2022-presidential-politics-resistance-day-583/comment-page-1/
1060109709	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	091	091	09	2	-2.0	2	1	2	1.90995907230559	0								1	Uruguay	UY	UY		-33	-56	UY	1	Uruguay	UY	UY		-33	-56	UY	20220825084500	https://theconservativetreehouse.com/blog/2022/08/25/august-25th-2022-presidential-politics-resistance-day-583/comment-page-1/
1060109710	20220825	202208	2022	2022.6438											CVL	TRAVELLER						CVL			0	130	130	13	3	-4.4	10	1	10	-1.92678227360309	0								4	Felixstowe, Suffolk, United Kingdom	UK	UKN5	40132	51.9667	1.35	-2596036	4	Felixstowe, Suffolk, United Kingdom	UK	UKN5	40132	51.9667	1.35	-2596036	20220825084500	https://www.liverpoolecho.co.uk/news/uk-world-news/spain-travel-warning-full-list-24846768
1060109711	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	192	192	19	4	-9.5	6	1	6	1.90995907230559	0								4	Stillwater, British Columbia, Canada	CA	CA02	190729	49.7667	-124.317	-574186	4	Stillwater, British Columbia, Canada	CA	CA02	190729	49.7667	-124.317	-574186	20220825084500	https://theconservativetreehouse.com/blog/2022/08/25/august-25th-2022-presidential-politics-resistance-day-583/comment-page-1/
1060109712	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	192	192	19	4	-9.5	2	1	2	1.90995907230559	0								3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20220825084500	https://theconservativetreehouse.com/blog/2022/08/25/august-25th-2022-presidential-politics-resistance-day-583/comment-page-1/
1060109713	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			0	192	192	19	4	-9.5	2	1	2	1.90995907230559	0								1	Uruguay	UY	UY		-33	-56	UY	1	Uruguay	UY	UY		-33	-56	UY	20220825084500	https://theconservativetreehouse.com/blog/2022/08/25/august-25th-2022-presidential-politics-resistance-day-583/comment-page-1/
1060109714	20220825	202208	2022	2022.6438											CVL	CIVILIAN						CVL			0	195	195	19	4	-10.0	5	1	5	-4.23875432525951	0								4	Sirte, Sha`biyat Surt, Libya	LY	LY76	19099	31.2089	16.5887	-3178329	4	Sirte, Sha`biyat Surt, Libya	LY	LY76	19099	31.2089	16.5887	-3178329	20220825084500	https://www.middleeastmonitor.com/20220825-remembering-bloody-august-of-2011/
