1060159276	20210825	202108	2021	2021.6438											DEU	GERMANY	DEU								1	057	057	05	1	8.0	10	1	10	1.72413793103449	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	1	Nigeria	NI	NI		10	8	NI	20220825151500	https://apnews.com/article/travel-africa-07a4bacb2d2820b1518631c69c720a2f
1060159277	20210825	202108	2021	2021.6438	DEU	GERMANY	DEU																		1	057	057	05	1	8.0	10	1	10	1.72413793103449	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	0								1	Nigeria	NI	NI		10	8	NI	20220825151500	https://apnews.com/article/travel-africa-07a4bacb2d2820b1518631c69c720a2f
1060159278	20210825	202108	2021	2021.6438	DEU	GERMANY	DEU								NGA	NIGERIA	NGA								1	050	050	05	1	3.5	10	1	10	1.72413793103449	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	1	Nigeria	NI	NI		10	8	NI	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220825151500	https://apnews.com/article/travel-africa-07a4bacb2d2820b1518631c69c720a2f
1060159279	20210825	202108	2021	2021.6438	GBR	UNITED KINGDOM	GBR																		1	070	070	07	2	7.0	2	1	2	2.3094688221709	4	Harrogate, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.9833	-1.53333	-2598194	0								4	Harrogate, North Yorkshire, United Kingdom	UK	UKJ7	40123	53.9833	-1.53333	-2598194	20220825151500	https://www.cravenherald.co.uk/news/20759147.bumper-gimmer-shearling-opener/
1060159280	20210825	202108	2021	2021.6438	GBR	UNITED KINGDOM	GBR																		1	070	070	07	2	7.0	2	1	2	2.3094688221709	4	Pannal, North Yorkshire, United Kingdom	UK	UKJ7	40138	53.95	-1.53333	-2604989	0								4	Pannal, North Yorkshire, United Kingdom	UK	UKJ7	40138	53.95	-1.53333	-2604989	20220825151500	https://www.cravenherald.co.uk/news/20759147.bumper-gimmer-shearling-opener/
1060159281	20210825	202108	2021	2021.6438	GOV	ADMINISTRATION						GOV													0	073	073	07	2	7.4	3	1	3	-1.04961832061069	3	Logan County, West Virginia, United States	US	USWV	WV045	37.8334	-81.9332	1550029	0								3	Logan County, West Virginia, United States	US	USWV		37.8334	-81.9332	1550029	20220825151500	https://www.loganbanner.com/news/facing-hunger-hosts-listening-session-in-logan-county/article_4eddd4fa-e67d-5926-83f5-acaf2b8d2e4e.html
1060159282	20210825	202108	2021	2021.6438	MMRGOV	MYANMAR	MMR					GOV			GBR	BRITAIN	GBR								1	173	173	17	4	-5.0	2	1	2	-4.43925233644859	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825151500	https://www.voanews.com/a/britain-s-former-myanmar-envoy-detained-in-yangon-sources-say-/6716295.html
1060159283	20210825	202108	2021	2021.6438	MMRGOV	MYANMAR	MMR					GOV			GBRELI	BRITAIN	GBR					ELI			1	173	173	17	4	-5.0	3	1	3	-4.43925233644859	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825151500	https://www.voanews.com/a/britain-s-former-myanmar-envoy-detained-in-yangon-sources-say-/6716295.html
1060159284	20210825	202108	2021	2021.6438	NGA	NIGERIA	NGA								DEU	GERMANY	DEU								1	050	050	05	1	3.5	10	1	10	1.72413793103449	1	Nigeria	NI	NI		10	8	NI	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220825151500	https://apnews.com/article/travel-africa-07a4bacb2d2820b1518631c69c720a2f
1060159285	20210825	202108	2021	2021.6438	NGA	NIGERIA	NGA								HLH	NURSE						HLH			0	010	010	01	1	0.0	3	1	3	0.62434963579604	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20220825151500	https://dailytrust.com/fact-check-are-there-enough-doctors-in-nigeria-as-health-minister-ehanire-claimed
