1060083208	20210825	202108	2021	2021.6438	EDU	SCHOOL						EDU			KEN	KENYA	KEN								1	046	046	04	1	7.0	5	1	5	0	0								0								0								20220825041500	https://nation.africa/kenya/news/education/magoha-mulls-extension-of-jss-selection-period-3925616
1060083209	20210825	202108	2021	2021.6438	KEN	KENYA	KEN								EDU	SCHOOL						EDU			1	046	046	04	1	7.0	5	1	5	0	0								0								0								20220825041500	https://nation.africa/kenya/news/education/magoha-mulls-extension-of-jss-selection-period-3925616
1060083210	20210825	202108	2021	2021.6438	MNCBUS	MNCS						MNC	BUS		MYS	MALAYSIAN	MYS								1	111	111	11	3	-2.0	2	1	2	-5.63380281690141	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20220825041500	https://www.themalaysianinsight.com/s/397992
1060083211	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								EGY	EGYPT	EGY								0	042	042	04	1	1.9	2	1	2	-3.6979969183359	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083212	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								EGY	EGYPT	EGY								0	042	042	04	1	1.9	2	1	2	-3.6979969183359	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083213	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	6	1	6	-3.6979969183359	1	Congo	CF	CF		-1	15	CF	1	Ethiopia	ET	ET		8	38	ET	1	Egypt	EG	EG		27	30	EG	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083214	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	2	1	2	-3.6979969183359	1	Egypt	EG	EG		27	30	EG	1	Uganda	UG	UG		2	33	UG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083215	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	2	1	2	-3.6979969183359	1	Ukraine	UP	UP		49	32	UP	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	1	Ukraine	UP	UP		49	32	UP	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083216	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								UGA	UGANDA	UGA								0	042	042	04	1	1.9	6	1	6	-3.6979969183359	1	Congo	CF	CF		-1	15	CF	1	Uganda	UG	UG		2	33	UG	1	Egypt	EG	EG		27	30	EG	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083217	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								UGA	UGANDA	UGA								0	042	042	04	1	1.9	2	1	2	-3.6979969183359	1	Egypt	EG	EG		27	30	EG	1	Congo	CF	CF		-1	15	CF	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083218	20220726	202207	2022	2022.5644	COG	REPUBLIC OF CONGO	COG								UGA	UGANDA	UGA								0	042	042	04	1	1.9	2	1	2	-3.6979969183359	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083219	20220726	202207	2022	2022.5644	EGY	EGYPT	EGY								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	2	1	2	-3.6979969183359	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083220	20220726	202207	2022	2022.5644	EGY	EGYPT	EGY								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	2	1	2	-3.6979969183359	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083221	20220726	202207	2022	2022.5644	ETH	ETHIOPIA	ETH								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	2	1	2	-3.6979969183359	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083222	20220726	202207	2022	2022.5644	ETH	ETHIOPIA	ETH								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	6	1	6	-3.6979969183359	1	Ethiopia	ET	ET		8	38	ET	1	Congo	CF	CF		-1	15	CF	1	Egypt	EG	EG		27	30	EG	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083223	20220726	202207	2022	2022.5644	ETH	ETHIOPIA	ETH								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	2	1	2	-3.6979969183359	1	Uganda	UG	UG		2	33	UG	1	Egypt	EG	EG		27	30	EG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083224	20220726	202207	2022	2022.5644	UGA	UGANDA	UGA								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	2	1	2	-3.6979969183359	1	Congo	CF	CF		-1	15	CF	1	Egypt	EG	EG		27	30	EG	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083225	20220726	202207	2022	2022.5644	UGA	UGANDA	UGA								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	6	1	6	-3.6979969183359	1	Uganda	UG	UG		2	33	UG	1	Congo	CF	CF		-1	15	CF	1	Egypt	EG	EG		27	30	EG	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
1060083226	20220726	202207	2022	2022.5644	UGA	UGANDA	UGA								COG	REPUBLIC OF CONGO	COG								0	043	043	04	1	2.8	2	1	2	-3.6979969183359	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825041500	https://global.chinadaily.com.cn/a/202208/25/WS6306cc66a310fd2b29e741f9.html
