1060185339	20220825	202208	2022	2022.6438											AFG	AFGHANISTAN	AFG								1	061	061	06	2	6.4	4	1	4	-5.67901234567901	0								4	Mundra, Madhya Pradesh, India	IN	IN35	17744	23.9833	78.4833	-2105080	4	Mundra, Madhya Pradesh, India	IN	IN35	17744	23.9833	78.4833	-2105080	20220825183000	https://www.asiabulletin.com/news/272666659/nia-arrests-two-delhi-based-key-accused-in-mundra-port-2988-kg-heroin-seizure-case
1060185340	20220825	202208	2022	2022.6438											AFG	AFGHANISTAN	AFG								1	061	061	06	2	6.4	6	1	6	-5.67901234567901	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220825183000	https://www.asiabulletin.com/news/272666659/nia-arrests-two-delhi-based-key-accused-in-mundra-port-2988-kg-heroin-seizure-case
1060185341	20220825	202208	2022	2022.6438											ARMMIL	ARMENIA	ARM					MIL			1	062	062	06	2	7.4	20	1	10	-1.28755364806867	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20220825183000	https://armenpress.am/eng/news/1091074.html
1060185342	20220825	202208	2022	2022.6438											AUS	AUSTRALIAN	AUS								0	100	100	10	3	-5.0	2	1	2	-3.62573099415205	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825183000	https://www.theguardian.com/australia-news/2022/aug/26/in-hiding-an-afghan-woman-set-alight-by-the-taliban-is-forced-to-wait-to-join-her-brother-in-brisbane
1060185343	20220825	202208	2022	2022.6438											AUSGOV	AUSTRALIAN	AUS					GOV			0	100	100	10	3	-5.0	6	1	6	-3.62573099415205	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825183000	https://www.theguardian.com/australia-news/2022/aug/26/in-hiding-an-afghan-woman-set-alight-by-the-taliban-is-forced-to-wait-to-join-her-brother-in-brisbane
1060185344	20220825	202208	2022	2022.6438											AZE	AZERBAIJAN	AZE								1	036	036	03	1	4.0	7	1	7	3.65296803652968	0								4	Sheki, S?ki*, Azerbaijan	AJ	AJ48	25044	41.1919	47.1706	-2708296	4	Sheki, S?ki*, Azerbaijan	AJ	AJ48	25044	41.1919	47.1706	-2708296	20220825183000	http://www.euronews.com/travel/2022/08/25/explore-azerbaijan
1060185345	20220825	202208	2022	2022.6438											BGD	BANGLADESH	BGD								0	113	113	11	3	-2.0	8	1	8	-3.00387596899224	0								4	Phulbari, Bangladesh (general), Bangladesh	BG	BG00	5805	24.8667	89.3667	-2731679	4	Phulbari, Bangladesh (general), Bangladesh	BG	BG00	5805	24.8667	89.3667	-2731679	20220825183000	https://www.newagebd.net/article/179349/phulbari-uprising-and-way-forward
1060185346	20220825	202208	2022	2022.6438											BLR	MINSK	BLR								1	042	042	04	1	1.9	12	1	12	1.40086206896551	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20220825183000	https://armenpress.am/eng/news/1091066.html
1060185347	20220825	202208	2022	2022.6438											BLR	MINSK	BLR								1	042	042	04	1	1.9	4	1	4	1.40086206896551	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220825183000	https://armenpress.am/eng/news/1091066.html
1060185348	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	013	013	01	1	0.4	10	1	10	5.68561872909699	0								5	Warwickshire, Warwickshire, United Kingdom	UK	UKP3	40135	52.3333	-1.58333	-2610946	5	Warwickshire, Warwickshire, United Kingdom	UK	UKP3	40135	52.3333	-1.58333	-2610946	20220825183000	https://www.stratfordobserver.co.uk/news/team-work-at-a-south-warwickshire-college-group-leads-to-a-national-award-40591/
1060185349	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	3.65296803652968	0								4	Sheki, S?ki*, Azerbaijan	AJ	AJ48	25044	41.1919	47.1706	-2708296	4	Sheki, S?ki*, Azerbaijan	AJ	AJ48	25044	41.1919	47.1706	-2708296	20220825183000	http://www.euronews.com/travel/2022/08/25/explore-azerbaijan
1060185350	20220825	202208	2022	2022.6438											BUS	AUTOMAKER						BUS			1	043	043	04	1	2.8	10	1	10	0	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220825183000	https://www.autonews.com/manufacturing/mercedes-ev-production-launches-alabama
1060185351	20220825	202208	2022	2022.6438											BUS	ENTREPRENEUR						BUS			0	0841	084	08	2	7.0	10	1	10	4.1860465116279	0								4	Dindigul, Tamil Nadu, India	IN	IN25	17877	10.35	77.95	-2094985	4	Dindigul, Tamil Nadu, India	IN	IN25	17877	10.35	77.95	-2094985	20220825183000	https://www.thehindu.com/news/cities/Madurai/youth-are-the-best-resource-in-india/article65811806.ece
1060185352	20220825	202208	2022	2022.6438											BUS	COMPANIES						BUS			1	110	110	11	3	-2.0	6	1	6	1.64948453608247	0								4	Killarney, Kerry, Ireland	EI	EI11	18290	52.05	-9.51667	-1503761	4	Killarney, Kerry, Ireland	EI	EI11	18290	52.05	-9.51667	-1503761	20220825183000	https://www.echolive.ie/corknews/arid-40947473.html
1060185353	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	141	141	14	3	-6.5	10	1	10	1.11287758346582	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825183000	https://www.streetinsider.com/PRNewswire/Next-Gen+Vest+Designed+to+Protect+Astronauts+From+Radiation+Will+Blast+Off+With+Artemis/20510899.html
1060185354	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	1.06707317073171	0								5	Province Of Nova Scotia, Nova Scotia, Canada	CA	CA07	12627	45	-63	-570447	5	Province Of Nova Scotia, Nova Scotia, Canada	CA	CA07	12627	45	-63	-570447	20220825183000	https://www.streetinsider.com/Globe+Newswire/EVSTART+tour+brings+electric+vehicles+and+charging+tech+to+Canadian+multi-residential+properties/20510850.html
1060185355	20220825	202208	2022	2022.6438											COP	DETECTIVE						COP			1	042	042	04	1	1.9	5	1	5	-7.18232044198895	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220825183000	https://www.abcactionnews.com/news/region-hillsborough/176-arrested-during-hillsborough-human-trafficking-operation
1060185356	20220825	202208	2022	2022.6438											COP	PRISON						COP			0	043	043	04	1	2.8	10	1	10	0.7150153217569	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825183000	https://www.christianpost.com:443/news/bobbi-jo-reed-helping-thousands-out-of-addiction-through-christ.html
1060185357	20220825	202208	2022	2022.6438											COP	DEPUTIES						COP			1	043	043	04	1	2.8	6	1	6	-7.5812274368231	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220825183000	https://www.ksl.com/article/50463801/former-prosecutor-for-ags-child-protection-unit-arrested-in-child-porn-investigation
1060185358	20220825	202208	2022	2022.6438											CRI	COSTA RICA	CRI								1	036	036	03	1	4.0	3	1	3	0	0								1	Costa Rica	CS	CS		10	-84	CS	1	Antarctica	AY	AY		-85.6221	32.3438	AY	20220825183000	https://www.yachtingmagazine.com/cruising-and-chartering/octopus-antarctica-charter-available/
1060185359	20220825	202208	2022	2022.6438											CVL	SCIENTIST						CVL			1	042	042	04	1	1.9	20	1	10	0.31176929072486	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220825183000	https://www.dailymail.co.uk/sciencetech/article-11145959/Martian-rocks-contain-evidence-alien-life-collected-Perseverance-rover.html
1060185360	20220825	202208	2022	2022.6438											CVL	TOURIST						CVL			1	043	043	04	1	2.8	10	1	10	-4.78359908883827	0								3	Yellowstone National Park, Wyoming, United States	US	USWY		44.7666	-110.234	1609331	3	Yellowstone National Park, Wyoming, United States	US	USWY		44.7666	-110.234	1609331	20220825183000	https://mybighornbasin.com/yellowstone-east-entrance-temporarily-closes-due-to-mud-slide/
1060185361	20220825	202208	2022	2022.6438											CVL	TRAVELER						CVL			1	060	060	06	2	6.0	4	1	4	1.87637969094922	0								3	Glen Canyon, Arizona, United States	US	USAZ		36.8644	-111.588	1428200	3	Cathedral Wash, Arizona, United States	US	USAZ		36.8383	-111.617	20703	20220825183000	http://www.msn.com/en-us/travel/tripideas/here-s-how-to-reach-utah-s-famed-glen-canyon/ar-AA116qh8
1060185362	20220825	202208	2022	2022.6438											CVL	TRAVELER						CVL			1	060	060	06	2	6.0	6	1	6	1.87637969094922	0								3	Cathedral Wash, Arizona, United States	US	USAZ		36.8383	-111.617	20703	3	Cathedral Wash, Arizona, United States	US	USAZ		36.8383	-111.617	20703	20220825183000	http://www.msn.com/en-us/travel/tripideas/here-s-how-to-reach-utah-s-famed-glen-canyon/ar-AA116qh8
1060185363	20220825	202208	2022	2022.6438											CVL	SCIENTIST						CVL			1	130	130	13	3	-4.4	6	1	6	-3.50631136044881	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220825183000	https://www.gopusa.com/taxpayer-funded-risky-research-republicans-pledge-to-investigate-dr-fauci-regardless-of-resignation/
1060185364	20220825	202208	2022	2022.6438											CVL	VILLAGE						CVL			0	190	190	19	4	-10.0	20	1	20	0	0								4	Kvabiskhevi, Shida Kartlis Mkhare, Georgia	GG	GG73	16515	41.7742	43.2486	-2328180	4	Kvabiskhevi, Shida Kartlis Mkhare, Georgia	GG	GG73	16515	41.7742	43.2486	-2328180	20220825183000	https://armenpress.am/eng/news/1091071.html
1060185365	20220825	202208	2022	2022.6438											DNK	DENMARK	DNK								1	042	042	04	1	1.9	10	1	10	5.68181818181818	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220825183000	https://www.capeandislands.org/show/the-point/2022-08-25/opportunities-to-protect-the-cape-islands-from-climate-change
1060185366	20220825	202208	2022	2022.6438											DNK	DENMARK	DNK								1	046	046	04	1	7.0	4	1	4	5.68181818181818	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220825183000	https://www.capeandislands.org/show/the-point/2022-08-25/opportunities-to-protect-the-cape-islands-from-climate-change
1060185367	20220825	202208	2022	2022.6438											DZA	ALGERIAN	DZA								0	180	180	18	4	-9.0	2	1	2	-2.21948212083847	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20220825183000	https://gulfnews.com/world/mena/frances-macron-looks-to-future-on-algeria-trip-to-mend-ties-1.90121379
1060185368	20220825	202208	2022	2022.6438											DZA	ALGERIA	DZA								0	190	190	19	4	-10.0	1	1	1	-2.21948212083847	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220825183000	https://gulfnews.com/world/mena/frances-macron-looks-to-future-on-algeria-trip-to-mend-ties-1.90121379
1060185369	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	0353	035	03	1	7.0	10	1	10	2.98507462686568	0								4	Tweeddale, Scottish Borders, The, United Kingdom	UK	UKT9	40173	55.75	-3.25	-2605115	4	Tweeddale, Scottish Borders, The, United Kingdom	UK	UKT9	40173	55.75	-3.25	-2605115	20220825183000	https://www.peeblesshirenews.com/news/20760092.borders-councillors-back-1-2m-cost-living-support-package/
1060185370	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	2	1	2	1.64948453608247	0								4	Killarney, Kerry, Ireland	EI	EI11	18290	52.05	-9.51667	-1503761	4	Killarney, Kerry, Ireland	EI	EI11	18290	52.05	-9.51667	-1503761	20220825183000	https://www.echolive.ie/corknews/arid-40947473.html
1060185371	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	10	1	10	1.37931034482759	0								4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20220825183000	https://www.thehindu.com/news/cities/Mangalore/two-day-finale-of-smart-india-hackathon-2022-begins/article65810933.ece
1060185372	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	6	1	6	1.46561443066516	0								3	Oregon State University, Oregon, United States	US	USOR		44.5643	-123.275	1147267	3	Oregon State University, Oregon, United States	US	USOR		44.5643	-123.275	1147267	20220825183000	https://www.capitalpress.com/ag_sectors/orchards_nuts_vines/no-nobler-occupation-how-tiffany-monroe-became-a-voice-for-oregon-agriculture/article_a0e8acac-18e3-11ed-80ff-5f085278f05e.html
1060185373	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	10	1	10	3.75722543352602	0								3	Westchester, District of Columbia, United States	US	USDC	DC001	38.9259	-77.0797	529947	3	Westchester, District of Columbia, United States	US	USDC	DC001	38.9259	-77.0797	529947	20220825183000	http://www.msn.com/en-us/travel/news/skip-the-airport-and-travel-by-seaplane-from-nyc-to-dc/ar-AA116t26
1060185374	20220825	202208	2022	2022.6438											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	4	1	4	1.46561443066516	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220825183000	https://www.capitalpress.com/ag_sectors/orchards_nuts_vines/no-nobler-occupation-how-tiffany-monroe-became-a-voice-for-oregon-agriculture/article_a0e8acac-18e3-11ed-80ff-5f085278f05e.html
1060185375	20220825	202208	2022	2022.6438											EDU	ECONOMIST						EDU			1	043	043	04	1	2.8	10	1	10	-0.29895366218236	0								4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	4	Dugina, Kurskaya Oblast', Russia	RS	RS41	25068	51.5604	34.4917	-2904278	20220825183000	https://menafn.com/1104757022/High-Alpha-Stocks-That-Go-Up-On-Down-Days
1060185376	20220825	202208	2022	2022.6438											EDU	ECONOMIST						EDU			0	043	043	04	1	2.8	10	1	10	-0.29895366218236	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220825183000	https://menafn.com/1104757022/High-Alpha-Stocks-That-Go-Up-On-Down-Days
1060185377	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	051	051	05	1	3.4	8	1	8	1.46561443066516	0								3	Oregon State University, Oregon, United States	US	USOR		44.5643	-123.275	1147267	3	Oregon State University, Oregon, United States	US	USOR		44.5643	-123.275	1147267	20220825183000	https://www.capitalpress.com/ag_sectors/orchards_nuts_vines/no-nobler-occupation-how-tiffany-monroe-became-a-voice-for-oregon-agriculture/article_a0e8acac-18e3-11ed-80ff-5f085278f05e.html
1060185378	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	051	051	05	1	3.4	2	1	2	1.46561443066516	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220825183000	https://www.capitalpress.com/ag_sectors/orchards_nuts_vines/no-nobler-occupation-how-tiffany-monroe-became-a-voice-for-oregon-agriculture/article_a0e8acac-18e3-11ed-80ff-5f085278f05e.html
1060185379	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	060	060	06	2	6.0	10	1	10	1.32743362831858	0								3	Starkville, Mississippi, United States	US	USMS	MS105	33.4504	-88.8184	678227	3	Starkville, Mississippi, United States	US	USMS	MS105	33.4504	-88.8184	678227	20220825183000	https://cdispatch.com/opinions/2022-08-25/our-view-student-performance-will-be-ultimate-measure-of-year-round-school/
1060185380	20220825	202208	2022	2022.6438											ELI	ACTOR						ELI			1	057	057	05	1	8.0	10	1	10	2.53807106598985	0								0								0								20220825183000	https://www.thenews.com.pk/latest/985405-supernatural-stars-jeffrey-dean-morgan-jensen-ackles-to-reunite-on-the-boys
1060185381	20220825	202208	2022	2022.6438											ESPGOV	SPANISH	ESP					GOV			1	020	020	02	1	3.0	6	1	6	-4.53514739229025	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20220825183000	https://www.thestar.com.my/news/world/2022/08/26/after-rescue-by-open-arms-99-migrants-wait-to-dock-in-europe
