1060092945	20210825	202108	2021	2021.6438											GBRGOV	UNITED KINGDOM	GBR					GOV			0	130	130	13	3	-4.4	8	1	8	0	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825060000	https://www.theguardian.com/global-development/2022/aug/25/togo-achieves-major-feat-of-eradicating-four-neglected-tropical-diseases
1060092946	20210825	202108	2021	2021.6438											GBRGOV	UNITED KINGDOM	GBR					GOV			0	130	130	13	3	-4.4	2	1	2	0	0								1	Togo	TO	TO		8	1.166667	TO	1	Togo	TO	TO		8	1.166667	TO	20220825060000	https://www.theguardian.com/global-development/2022/aug/25/togo-achieves-major-feat-of-eradicating-four-neglected-tropical-diseases
1060092947	20220818	202208	2022	2022.6247	CHN	SICHUAN	CHN								VNM	VIETNAMESE	VNM								0	100	100	10	3	-5.0	2	1	2	1.55038759689922	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825060000	https://vir.com.vn/can-coffee-supply-of-vietnam-satisfy-chinese-demand-95875.html
1060092948	20220818	202208	2022	2022.6247	CHN	SICHUAN	CHN								VNM	VIETNAMESE	VNM								0	100	100	10	3	-5.0	8	1	8	1.55038759689922	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20220825060000	https://vir.com.vn/can-coffee-supply-of-vietnam-satisfy-chinese-demand-95875.html
1060092949	20220818	202208	2022	2022.6247	EDU	SCHOOL						EDU													0	013	013	01	1	0.4	3	1	3	-0.71022727272727	3	West Frederick Middle School, Maryland, United States	US	USMD	MD021	39.4149	-77.4275	1711857	0								3	West Frederick Middle School, Maryland, United States	US	USMD		39.4149	-77.4275	1711857	20220825060000	https://www.fredericknewspost.com/news/education/fcps-board-member-to-teach-in-montgomery-county-after-ethics-policy-dispute/article_ed65e5c4-852a-5179-b888-b7e1f0edc6af.html
1060092950	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	013	013	01	1	0.4	2	1	2	-0.71022727272727	3	Frederick County, Maryland, United States	US	USMD	MD021	39.4668	-77.3997	1711211	3	Frederick County, Maryland, United States	US	USMD		39.4668	-77.3997	1711211	3	Frederick County, Maryland, United States	US	USMD		39.4668	-77.3997	1711211	20220825060000	https://www.fredericknewspost.com/news/education/fcps-board-member-to-teach-in-montgomery-county-after-ethics-policy-dispute/article_ed65e5c4-852a-5179-b888-b7e1f0edc6af.html
1060092951	20220824	202208	2022	2022.6411	GOV	ADMINISTRATION						GOV			USAGOV	UNITED STATES	USA					GOV			1	071	071	07	2	7.4	10	1	10	-9.18918918918919	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825060000	https://www.thecabin.net/news/marmaduke-woman-sentenced-to-year-of-home-confinement-for-false-social-security-statements/article_d7c3b83f-b514-5438-aad5-b269a227a6d9.html
1060092952	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	042	042	04	1	1.9	1	1	1	-3.52941176470588	0								1	South Africa	SF	SF		-30	26	SF	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825060000	https://www.smh.com.au/culture/movies/lions-don-t-do-this-beast-is-hard-to-take-seriously-20220825-p5bcrw.html
1060092953	20220825	202208	2022	2022.6438											BUS	TANKER						BUS			1	043	043	04	1	2.8	10	1	10	-0.75329566854991	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825060000	https://www.telegraph.co.uk/business/2022/08/25/how-natural-gas-traders-hit-jackpot/
1060092954	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								1	042	042	04	1	1.9	6	1	6	2.1978021978022	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825060000	https://adamcarolla.com/nimesh-patel-2/
