1060098615	20220818	202208	2022	2022.6247	LVA	LATVIAN	LVA								MIL	COMMANDING OFFICER						MIL			1	042	042	04	1	1.9	3	1	3	1.6750418760469	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220825070000	https://www.militarynews.com/norfolk-navy-flagship/news/quarterdeck/uss-arlington-uss-gunston-hall-completes-u-s---finland-interoperability-exercise-port-in/article_f4ea8500-23dd-11ed-8d31-c7735f349d6f.html
1060098616	20220818	202208	2022	2022.6247	MIL	COMMANDING OFFICER						MIL			LVA	LATVIAN	LVA								1	043	043	04	1	2.8	3	1	3	1.6750418760469	1	United States	US	US		39.828175	-98.5795	US	4	Riga, Riga, Latvia	LG	LG25	18784	56.95	24.1	-3212216	4	Riga, Riga, Latvia	LG	LG25	18784	56.95	24.1	-3212216	20220825070000	https://www.militarynews.com/norfolk-navy-flagship/news/quarterdeck/uss-arlington-uss-gunston-hall-completes-u-s---finland-interoperability-exercise-port-in/article_f4ea8500-23dd-11ed-8d31-c7735f349d6f.html
1060098617	20220824	202208	2022	2022.6411	MED	MEDIA						MED			HLH	HOSPITAL						HLH			1	020	020	02	1	3.0	6	1	6	-0.94562647754137	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220825070000	https://www.iol.co.za/news/south-africa/limpopo/health-department-probes-dr-phophi-ramathuba-over-comments-to-foreign-patient-6574c08f-54e5-4566-9fdb-77dece662e5d
1060098618	20220824	202208	2022	2022.6411	MED	MEDIA						MED			ZWEHLH	ZIMBABWE	ZWE					HLH			1	020	020	02	1	3.0	4	1	4	-0.94562647754137	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220825070000	https://www.iol.co.za/news/south-africa/limpopo/health-department-probes-dr-phophi-ramathuba-over-comments-to-foreign-patient-6574c08f-54e5-4566-9fdb-77dece662e5d
1060098619	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	8	1	8	4.50751252086812	0								4	Big River, Victoria, Australia	AS	AS07	5372	-36.9667	147.583	-1558978	4	Big River, Victoria, Australia	AS	AS07	5372	-36.9667	147.583	-1558978	20220825070000	https://www.architectureanddesign.com.au/suppliers/big-river-group/african-savannah-habitat-at-taronga-zoo
1060098620	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-4.95626822157434	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	20220825070000	https://en.gmw.cn/2022-08/25/content_35977611.htm
1060098621	20220825	202208	2022	2022.6438											COP	DEPUTY						COP			0	052	052	05	1	3.5	6	1	6	-7.19063545150501	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825070000	https://www.havasunews.com/news/alleged-human-trafficker-released-from-custody/article_30ea381c-2437-11ed-be5d-273964b5e68d.html
1060098622	20220825	202208	2022	2022.6438											CRM	SEX WORKER						CRM			0	040	040	04	1	1.0	10	1	10	-0.89641434262948	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220825070000	https://www.thejournal.ie/readme/sex-work-in-ireland-opinion-piece-5847895-Aug2022/
1060098623	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			0	020	020	02	1	3.0	6	1	6	5.36585365853659	0								4	Kota Kinabalu, Sabah, Malaysia	MY	MY16	37409	5.9749	116.072	-2404760	4	Kota Kinabalu, Sabah, Malaysia	MY	MY16	37409	5.9749	116.072	-2404760	20220825070000	http://dailyexpress.com.my/news/198223/jalur-gemilang-the-pride-of-malaysians/
1060098624	20220825	202208	2022	2022.6438											CVL	VILLAGE						CVL			1	042	042	04	1	1.9	10	1	10	-3.35365853658537	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220825070000	https://www.jewishpress.com/news/us-news/us-forces-retaliate-after-iran-backed-militias-rocket-attack-in-northern-syria/2022/08/25/
1060098625	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	0353	035	03	1	7.0	10	1	10	2.49343832020997	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825070000	https://www.telegram.com/story/news/2022/08/24/free-covid-19-vaccine-clinics-offered-worcester-fitchburg/7872429001/
1060098626	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	1.5748031496063	0								3	Ansonia, Ohio, United States	US	USOH	OH037	40.2145	-84.6369	1064333	3	Darke County, Ohio, United States	US	USOH		40.1334	-84.6166	1074031	20220825070000	https://www.dailyadvocate.com/2022/08/25/shared-harvest-food-distributions-return-to-darke-county/
1060098627	20220825	202208	2022	2022.6438											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	10	1	10	2.12765957446808	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220825070000	https://www.cambridge-news.co.uk/news/royals/kate-middleton-snapped-prince-william-24823640
1060098628	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	2	1	2	0.41322314049586	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220825070000	https://www.tabletmag.com/sections/community/articles/right-time-for-bat-mitzvah
1060098629	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	139	139	13	3	-7.0	10	1	10	0.07849293563579	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825070000	https://www.foxnews.com/media/teachers-grading-policies-debate-no-zero-trend-patently-idiotic-idea
1060098630	20220825	202208	2022	2022.6438											ESP	SPAIN	ESP								1	043	043	04	1	2.8	10	1	10	-2.40305843801202	0								4	Las Palmas, Canarias, Spain	SP	SP53	25789	28.0997	-15.4134	-388528	4	Las Palmas, Canarias, Spain	SP	SP53	25789	28.0997	-15.4134	-388528	20220825070000	https://www.finanznachrichten.de/nachrichten-2022-08/56893637-eco-oil-gas-ltd-announces-unaudited-results-for-3-months-ended-30-june-2022-200.htm
1060098631	20220825	202208	2022	2022.6438											ETH	ETHIOPIA	ETH								0	036	036	03	1	4.0	6	1	6	2.03208556149733	0								4	Akobo, Gambela Hizboch, Ethiopia	ET	ET49	37051	7.81667	33.0333	-620655	4	Akobo, Gambela Hizboch, Ethiopia	ET	ET49	37051	7.81667	33.0333	-620655	20220825070000	https://www.di.se/pressreleaser/2022/08/25/poolia-poolia-starker-sin-strategiaffar-genom-att-starta-qrios-minds-insights-ab/
1060098632	20220825	202208	2022	2022.6438											FINMED	FINNISH	FIN					MED			1	112	112	11	3	-2.0	6	2	6	-4.19973544973544	0								4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20220825070000	https://news.yahoo.com/finnish-journalists-trial-rare-defence-061607720.html
1060098633	20220825	202208	2022	2022.6438											FRA	LYON	FRA								1	036	036	03	1	4.0	3	1	3	2.94840294840295	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825070000	https://www.investegate.co.uk/malin-corp-plc--0y71-/rns/notice-of-2022-interim-results/202208250700041253X/
1060098634	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	8	1	8	0.35211267605634	0								4	Eton, Wandsworth, United Kingdom	UK	UKP1	40097	51.5	-0.6	-2595740	4	Eton, Wandsworth, United Kingdom	UK	UKP1	40097	51.5	-0.6	-2595740	20220825070000	https://www.investegate.co.uk/oxford-biomedica-plc--oxb-/rns/notice-of-interim-results/202208250700041464X/
1060098635	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	2.78969957081546	0								5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20220825070000	https://www.cambstimes.co.uk/news/cambs-children-refugees-kind-messages-ukrainian-independence-day-9231244
1060098636	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	10	1	10	-5.64726324934839	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220825070000	https://www.walesonline.co.uk/news/uk-news/british-teacher-locked-up-chinese-24847937
1060098637	20220825	202208	2022	2022.6438											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	10	1	10	3.05882352941177	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220825070000	https://vir.com.vn/taking-the-right-steps-for-successful-digital-transformation-95872.html
1060098638	20220825	202208	2022	2022.6438											HLH	HEALTH PROFESSIONAL						HLH			0	046	046	04	1	7.0	20	2	20	1.21130551816958	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220825070000	https://www.americanisraelite.com/online_features/senior_living/article_4deb2a42-66d6-5385-a5a9-0e4c8404fa7f.html
1060098639	20220825	202208	2022	2022.6438											IDN	INDONESIAN	IDN								1	173	173	17	4	-5.0	12	1	10	-8.56164383561643	0								4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	4	Liling, Nusa Tenggara Timur, Indonesia	ID	ID18	18585	-8.4231	120.124	10638330	20220825070000	http://dailyexpress.com.my/news/198218/fined-rm3-500-for-splashing-pink-paint-on-man-s-house/
1060098640	20220825	202208	2022	2022.6438											INDGOVBUSPTY	ANAND SHARMA	IND					GOV	BUS		0	043	043	04	1	2.8	10	1	10	-0.58139534883721	0								4	Himachal, Uttaranchal, India	IN	IN39	70282	30	80	-2102615	4	Himachal, Uttaranchal, India	IN	IN39	70282	30	80	-2102615	20220825070000	https://www.thecitizen.in/india/the-hills-are-alive-with-political-drama-334536
1060098641	20220825	202208	2022	2022.6438											JEW	RABBI				JEW					1	020	020	02	1	3.0	10	1	10	0.41322314049586	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220825070000	https://www.tabletmag.com/sections/community/articles/right-time-for-bat-mitzvah
1060098642	20220825	202208	2022	2022.6438											JUD	ADVOCATE						JUD			1	042	042	04	1	1.9	2	1	2	1.5748031496063	0								3	Ansonia, Ohio, United States	US	USOH	OH037	40.2145	-84.6369	1064333	3	Ansonia, Ohio, United States	US	USOH	OH037	40.2145	-84.6369	1064333	20220825070000	https://www.dailyadvocate.com/2022/08/25/shared-harvest-food-distributions-return-to-darke-county/
1060098643	20220825	202208	2022	2022.6438											JUD	JUDGE						JUD			1	084	084	08	2	7.0	10	1	10	-6.85714285714286	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220825070000	https://dailytimes.com.pk/987339/gill-moves-court-for-bail-in-sedition-case/
1060098644	20220825	202208	2022	2022.6438											JUD	ATTORNEY						JUD			1	0841	084	08	2	7.0	5	1	5	-4.84496124031008	0								3	City Of Concord, North Carolina, United States	US	USNC		35.3942	-80.6329	2404117	3	City Of Concord, North Carolina, United States	US	USNC		35.3942	-80.6329	2404117	20220825070000	https://independenttribune.com/news/local/crime-and-courts/police-officer-who-shot-killed-man-at-concord-dealership-won-t-face-charges-da-says/article_7e909174-2423-11ed-b9eb-879b19735a29.html
1060098645	20220825	202208	2022	2022.6438											LAB	EMPLOYEE						LAB			0	040	040	04	1	1.0	6	1	6	0	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220825070000	https://www.marketscreener.com/quote/stock/SANIONA-AB-PUBL-55820157/news/Saniona-publishes-its-interim-report-for-the-second-quarter-of-2022-41502112/
1060098646	20220825	202208	2022	2022.6438											LAB	WORKER						LAB			1	130	130	13	3	-4.4	10	1	10	-7.85714285714286	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825070000	https://www.limerickleader.ie/news/home/894071/university-of-limerick-research-finds-street-sex-workers-face-discriminatory-behaviour-from-gardai.html
1060098647	20220825	202208	2022	2022.6438											LAB	WORKER						LAB			1	173	173	17	4	-5.0	10	1	10	-7.85714285714286	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825070000	https://www.limerickleader.ie/news/home/894071/university-of-limerick-research-finds-street-sex-workers-face-discriminatory-behaviour-from-gardai.html
1060098648	20220825	202208	2022	2022.6438											LEG	SENATE						LEG			1	020	020	02	1	3.0	2	1	2	-1.22950819672131	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220825070000	https://readthereporter.com/illinois-reader-has-no-words-for-state-of-american-politics/
1060098649	20220825	202208	2022	2022.6438											LEG	SENATOR						LEG			1	051	051	05	1	3.4	6	1	6	2.40384615384616	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220825070000	https://mb.com.ph/2022/08/25/bong-go-backs-padillas-call-for-a-shift-to-federalism/
1060098650	20220825	202208	2022	2022.6438											LEG	CONGRESS						LEG			1	190	190	19	4	-10.0	10	1	10	-0.58139534883721	0								5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20220825070000	https://www.thecitizen.in/india/the-hills-are-alive-with-political-drama-334536
1060098651	20220825	202208	2022	2022.6438											MDV	MALE	MDV								1	130	130	13	3	-4.4	10	1	10	-14.2857142857143	0								0								0								20220825070000	https://freerepublic.com/focus/f-chat/4088153/posts
1060098652	20220825	202208	2022	2022.6438											MED	WEBSITE						MED			0	043	043	04	1	2.8	10	1	5	4.50819672131147	0								4	Brentwood, Essex, United Kingdom	UK	UKE4	40110	51.6167	0.316667	-2590812	4	Brentwood, Essex, United Kingdom	UK	UKE4	40110	51.6167	0.316667	-2590812	20220825070000	https://www.brentwoodlive.co.uk/news/national/uk-today/20742853.gcse-results-day-free-food-deals-nandos-pizza-express-las-iguanas/
1060098653	20220825	202208	2022	2022.6438											MED	WEBSITE						MED			0	043	043	04	1	2.8	10	1	5	4.47154471544715	0								4	Burnham, Somerset, United Kingdom	UK	UKM3	40129	51.2417	-2.99528	-2591330	4	Burnham, Somerset, United Kingdom	UK	UKM3	40129	51.2417	-2.99528	-2591330	20220825070000	https://www.maldonandburnhamstandard.co.uk/news/national/uk-today/20742853.gcse-results-day-free-food-deals-nandos-pizza-express-las-iguanas/
1060098654	20220825	202208	2022	2022.6438											MED	WEBSITE						MED			0	043	043	04	1	2.8	10	1	5	4.89795918367347	0								5	Denbighshire, Denbighshire, United Kingdom	UK	UKX9	40179	53.0833	-3.33333	-2594224	5	Denbighshire, Denbighshire, United Kingdom	UK	UKX9	40179	53.0833	-3.33333	-2594224	20220825070000	https://www.denbighshirefreepress.co.uk/news/national/uk-today/20742853.gcse-results-day-free-food-deals-nandos-pizza-express-las-iguanas/
1060098655	20220825	202208	2022	2022.6438											MED	WEBSITE						MED			0	043	043	04	1	2.8	10	1	5	4.50819672131147	0								4	Falmouth, Cornwall, United Kingdom	UK	UKC6	40101	50.1483	-5.07611	-2595899	4	Falmouth, Cornwall, United Kingdom	UK	UKC6	40101	50.1483	-5.07611	-2595899	20220825070000	https://www.falmouthpacket.co.uk/news/national/uk-today/20742853.gcse-results-day-free-food-deals-nandos-pizza-express-las-iguanas/
1060098656	20220825	202208	2022	2022.6438											MED	WEBSITE						MED			0	043	043	04	1	2.8	10	1	5	4.50819672131147	0								4	Halstead, Essex, United Kingdom	UK	UKE4	40132	51.95	0.633333	-2598018	4	Halstead, Essex, United Kingdom	UK	UKE4	40132	51.95	0.633333	-2598018	20220825070000	https://www.halsteadgazette.co.uk/news/national/uk-today/20742853.gcse-results-day-free-food-deals-nandos-pizza-express-las-iguanas/
1060098657	20220825	202208	2022	2022.6438											MED	MEDIA						MED			1	043	043	04	1	2.8	5	1	5	-0.35273368606702	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825070000	https://www.techtimes.com/articles/279600/20220824/apple-far-out-event-2022-iphone-14-main-focus-schedule.htm
1060098658	20220825	202208	2022	2022.6438											MIL	MILITARY						MIL			0	043	043	04	1	2.8	3	1	3	-4.19047619047619	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220825070000	http://www.msn.com/en-us/news/us/montana-republican-ryan-zinke-caught-lying-to-investigators-several-times-interior-dept-ig-report-reveals/ar-AA113u0c
1060098659	20220825	202208	2022	2022.6438											MLT	MALTA	MLT								0	051	051	05	1	3.4	2	1	2	4.20420420420421	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825070000	https://timesofmalta.com/articles/view/thousands-throng-iran-museum-western-art-masterpieces.976391
1060098660	20220825	202208	2022	2022.6438											MLT	MALTA	MLT								0	051	051	05	1	3.4	8	1	8	4.20420420420421	0								1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20220825070000	https://timesofmalta.com/articles/view/thousands-throng-iran-museum-western-art-masterpieces.976391
1060098661	20220825	202208	2022	2022.6438											NLD	NETHERLANDS	NLD								1	046	046	04	1	7.0	4	2	4	1.21130551816958	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220825070000	https://www.americanisraelite.com/online_features/senior_living/article_4deb2a42-66d6-5385-a5a9-0e4c8404fa7f.html
1060098662	20220825	202208	2022	2022.6438											PAK	PAKISTAN	PAK								1	043	043	04	1	2.8	1	1	1	2.56410256410256	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220825070000	https://www.khaleejtimes.com/entertainment/milind-soman-joins-kangana-ranauts-emergency-as-field-marshal-sam-manekshaw
1060098663	20220825	202208	2022	2022.6438											PAK	PAKISTAN	PAK								1	043	043	04	1	2.8	1	1	1	2.56410256410256	0								1	Pakistan	PK	PK		30	70	PK	1	India	IN	IN		20	77	IN	20220825070000	https://www.khaleejtimes.com/entertainment/milind-soman-joins-kangana-ranauts-emergency-as-field-marshal-sam-manekshaw
1060098664	20220825	202208	2022	2022.6438											PAK	PAKISTAN	PAK								1	043	043	04	1	2.8	3	1	3	2.56410256410256	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220825070000	https://www.khaleejtimes.com/entertainment/milind-soman-joins-kangana-ranauts-emergency-as-field-marshal-sam-manekshaw
1060098665	20220825	202208	2022	2022.6438											PAK	PAKISTAN	PAK								1	111	111	11	3	-2.0	10	1	10	-6.50069156293223	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	20220825070000	https://dailytimes.com.pk/987128/fatf-grey-list-2/
1060098666	20220825	202208	2022	2022.6438											REF	DISPLACED FAMILIES						REF			0	051	051	05	1	3.4	6	1	6	2.78969957081546	0								5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20220825070000	https://www.cambstimes.co.uk/news/cambs-children-refugees-kind-messages-ukrainian-independence-day-9231244
1060098667	20220825	202208	2022	2022.6438											SYR	SYRIA	SYR								1	090	090	09	2	-2.0	10	1	10	-3.35365853658537	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220825070000	https://www.jewishpress.com/news/us-news/us-forces-retaliate-after-iran-backed-militias-rocket-attack-in-northern-syria/2022/08/25/
1060098668	20220825	202208	2022	2022.6438											UIS	THE INTERNATIONAL COMMUNITY						UIS			1	020	020	02	1	3.0	10	1	10	-7.34908136482935	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220825070000	https://dailytimes.com.pk/987146/times-of-calamity/
1060098669	20220825	202208	2022	2022.6438											UKR	UKRAINIAN	UKR								1	042	042	04	1	1.9	5	1	2	2.78969957081546	0								1	Ukraine	UP	UP		49	32	UP	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20220825070000	https://www.cambstimes.co.uk/news/cambs-children-refugees-kind-messages-ukrainian-independence-day-9231244
1060098670	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	020	020	02	1	3.0	3	1	3	1.5748031496063	0								3	Ansonia, Ohio, United States	US	USOH	OH037	40.2145	-84.6369	1064333	3	Ansonia, Ohio, United States	US	USOH	OH037	40.2145	-84.6369	1064333	20220825070000	https://www.dailyadvocate.com/2022/08/25/shared-harvest-food-distributions-return-to-darke-county/
