1060053838	20210824	202108	2021	2021.6411	NZLBUS	NEW ZEALAND	NZL					BUS			BUS	AIRLINE						BUS			0	012	012	01	1	-0.4	1	1	1	-0.36985668053629	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20220824234500	https://www.stuff.co.nz/travel/green-travel/129656712/is-guiltfree-flying-really-hovering-on-the-horizon
1060053839	20210824	202108	2021	2021.6411	NZLBUS	NEW ZEALAND	NZL					BUS			BUS	AIRLINE						BUS			0	012	012	01	1	-0.4	3	1	3	-0.36985668053629	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20220824234500	https://www.stuff.co.nz/travel/green-travel/129656712/is-guiltfree-flying-really-hovering-on-the-horizon
1060053840	20210824	202108	2021	2021.6411	NZLBUS	NEW ZEALAND	NZL					BUS			BUS	AIRLINE						BUS			0	012	012	01	1	-0.4	6	1	6	-0.36985668053629	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20220824234500	https://www.stuff.co.nz/travel/green-travel/129656712/is-guiltfree-flying-really-hovering-on-the-horizon
1060053841	20220725	202207	2022	2022.5616											BUS	AIRLINE						BUS			0	043	043	04	1	2.8	5	1	5	-0.98846787479407	0								3	Burbank, California, United States	US	USCA	CA085	37.3233	-121.932	277480	3	Burbank, California, United States	US	USCA	CA085	37.3233	-121.932	277480	20220824234500	https://www.pressdemocrat.com/article/news/alaska-airlines-to-introduce-boeing-737s-in-service-to-sonoma-county-airpor/
1060053842	20220725	202207	2022	2022.5616											USABUS	AMERICAN	USA					BUS			0	043	043	04	1	2.8	6	1	6	-0.98846787479407	0								3	Burbank, California, United States	US	USCA	CA085	37.3233	-121.932	277480	3	Burbank, California, United States	US	USCA	CA085	37.3233	-121.932	277480	20220824234500	https://www.pressdemocrat.com/article/news/alaska-airlines-to-introduce-boeing-737s-in-service-to-sonoma-county-airpor/
1060053843	20220725	202207	2022	2022.5616	BUS	AIRLINE						BUS													0	042	042	04	1	1.9	5	1	5	-0.98846787479407	3	Burbank, California, United States	US	USCA	CA085	37.3233	-121.932	277480	0								3	Burbank, California, United States	US	USCA	CA085	37.3233	-121.932	277480	20220824234500	https://www.pressdemocrat.com/article/news/alaska-airlines-to-introduce-boeing-737s-in-service-to-sonoma-county-airpor/
1060053844	20220725	202207	2022	2022.5616	FRA	PARIS	FRA								MLI	MALI	MLI								1	173	173	17	4	-5.0	10	1	10	-16.5	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824234500	https://www.amren.com/news/2022/08/migrant-indicted-for-raping-and-robbing-prostitutes-in-paris-no-go-zone/
1060053845	20220725	202207	2022	2022.5616	GOV	KINGDOM						GOV													1	043	043	04	1	2.8	10	1	10	2.63929618768328	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220824234500	https://www.bangkokpost.com/thailand/general/2376348/govt-seeks-looted-antiques
1060053846	20220725	202207	2022	2022.5616	IGOUNO	THE UN		UNO				IGO			TUR	ISTANBUL	TUR								1	061	061	06	2	6.4	1	1	1	0.23201856148492	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824234500	https://www.aa.com.tr/en/russia-ukraine-war/ankara-to-remain-kyiv-s-strategic-partner-ukrainian-envoy/2668651
1060053847	20220725	202207	2022	2022.5616	IGOUNO	THE UN		UNO				IGO			TUR	ISTANBUL	TUR								1	061	061	06	2	6.4	1	1	1	0.23201856148492	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824234500	https://www.aa.com.tr/en/russia-ukraine-war/ankara-to-remain-kyiv-s-strategic-partner-ukrainian-envoy/2668651
