1060058288	20210825	202108	2021	2021.6438											LAB	EMPLOYEE						LAB			1	040	040	04	1	1.0	8	1	8	-2.35849056603773	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825001500	https://www.smh.com.au/world/africa/behind-the-scenes-uncovering-the-blood-gold-investigation-20220824-p5bcfw.html
1060058289	20210825	202108	2021	2021.6438	LAB	EMPLOYEE						LAB													1	040	040	04	1	1.0	8	1	8	-2.35849056603773	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20220825001500	https://www.smh.com.au/world/africa/behind-the-scenes-uncovering-the-blood-gold-investigation-20220824-p5bcfw.html
1060058290	20220726	202207	2022	2022.5644											USAGOV	US GOVERNMENT	USA					GOV			0	051	051	05	1	3.4	8	1	8	-5.75035063113604	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20220825001500	https://ktvz.com/lifestyle/technology/cnn-social-media-technology/2022/08/24/twitter-whistleblower-to-testify-at-senate-judiciary-hearing-next-month/
1060058291	20220818	202208	2022	2022.6247	BGDGOV	BANGLADESH	BGD					GOV			IGOUNO	THE UN		UNO				IGO			0	100	100	10	3	-5.0	10	1	10	-4.1015625	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	20220825001500	https://www.bbc.co.uk/news/world-asia-india-62658647
1060058292	20220818	202208	2022	2022.6247	MMR	MYANMAR	MMR								BGD	BANGLADESH	BGD								0	0841	084	08	2	7.0	3	1	3	-4.1015625	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	20220825001500	https://www.bbc.co.uk/news/world-asia-india-62658647
1060058293	20220818	202208	2022	2022.6247	MMR	MYANMAR	MMR								IGOUNO	THE UN		UNO				IGO			0	0841	084	08	2	7.0	7	1	7	-4.1015625	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	20220825001500	https://www.bbc.co.uk/news/world-asia-india-62658647
1060058294	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	4	1	4	-8.04953560371517	3	Las Cruces, New Mexico, United States	US	USNM	NM013	32.3123	-106.778	899715	0								1	Mexico	MX	MX		23	-102	MX	20220825001500	https://www.demingheadlight.com/story/news/local/courts/2022/08/24/grand-jury-indicts-cbp-agent-on-a-charge-of-denying-us-citizens-rights/65418561007/
1060058295	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	-8.04953560371517	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20220825001500	https://www.demingheadlight.com/story/news/local/courts/2022/08/24/grand-jury-indicts-cbp-agent-on-a-charge-of-denying-us-citizens-rights/65418561007/
1060058296	20220824	202208	2022	2022.6411											BHS	BAHAMA	BHS								1	042	042	04	1	1.9	2	1	2	2.5	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220825001500	http://www.tribune242.com/news/2022/aug/24/covid-changes-cruises-effect/
1060058297	20220824	202208	2022	2022.6411	BHS	BAHAMA	BHS																		1	043	043	04	1	2.8	2	1	2	2.5	1	Bahamas, The	BF	BF		24	-76	BF	0								1	Bahamas, The	BF	BF		24	-76	BF	20220825001500	http://www.tribune242.com/news/2022/aug/24/covid-changes-cruises-effect/
1060058298	20220825	202208	2022	2022.6438											ARE	DUBAI	ARE								0	036	036	03	1	4.0	2	1	2	-0.70339976553342	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	20220825001500	https://observer.ug/news/headlines/74901-uganda-airlines-operating-without-business-plan-former-ceo
1060058299	20220825	202208	2022	2022.6438											ARE	DUBAI	ARE								0	036	036	03	1	4.0	8	1	8	-0.70339976553342	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825001500	https://observer.ug/news/headlines/74901-uganda-airlines-operating-without-business-plan-former-ceo
1060058300	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	4	1	4	0.63091482649842	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825001500	https://www.tennesseedaily.com/news/272665175/the-power-play-by-the-market-herald-releases-new-interviews-with-nextech-ar-solutions-xebra-brands-silver-bullet-mines-and-roogold
1060058301	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	4	1	4	0	0								4	Francorchamps, Waals Gewest, Belgium	BE	BE14	16552	50.4535	5.95276	-1958409	4	Francorchamps, Waals Gewest, Belgium	BE	BE14	16552	50.4535	5.95276	-1958409	20220825001500	https://wdsm710.com/2022/08/24/motor-racing-belgiums-place-on-f1-calendar-still-open-says-domenicali/
1060058302	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	6	1	6	0	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825001500	https://wdsm710.com/2022/08/24/motor-racing-belgiums-place-on-f1-calendar-still-open-says-domenicali/
1060058303	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								0	080	080	08	2	5.0	8	1	8	-3.36	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825001500	https://home.nzcity.co.nz/news/article.aspx?id=360720&fm=psp,tsf
1060058304	20220825	202208	2022	2022.6438											BGD	BANGLADESH	BGD								1	080	080	08	2	5.0	10	1	10	-4.1015625	0								4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	20220825001500	https://www.bbc.co.uk/news/world-asia-india-62658647
1060058305	20220825	202208	2022	2022.6438											BGR	SOFIA	BGR								0	042	042	04	1	1.9	12	1	12	1.33333333333334	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825001500	https://ktvz.com/news/national-world/cnn-europe-mideast-africa/2022/08/24/teenage-pilot-becomes-youngest-person-to-fly-solo-around-the-globe-2/
1060058306	20220825	202208	2022	2022.6438											BGR	BULGARIA	BGR								1	190	190	19	4	-10.0	10	1	10	-2.87081339712919	0								1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20220825001500	https://www.novinite.com/view_news.php?id=216414
1060058307	20220825	202208	2022	2022.6438											BHS	BAHAMA	BHS								1	043	043	04	1	2.8	4	1	4	0	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20220825001500	http://radiojamaicanewsonline.com/local/bahamas-pm-says-solution-to-haitis-problems-must-come-from-within
1060058308	20220825	202208	2022	2022.6438											BRA	BRAZILIAN	BRA								1	057	057	05	1	8.0	7	1	7	3.10421286031042	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220825001500	https://news.webindia123.com/news/Articles/World/20220825/3976529.html
1060058309	20220825	202208	2022	2022.6438											BUS	AIRLINE						BUS			1	042	042	04	1	1.9	3	1	3	1.61290322580646	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220825001500	https://www.nbcnews.com/news/nbcblk/family-bessie-coleman-maintains-legacy-100-years-pilots-first-public-f-rcna44008
1060058310	20220825	202208	2022	2022.6438											BUS	COMPANIES						BUS			1	042	042	04	1	1.9	10	1	10	-0.88996763754045	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220825001500	https://www.businessoffashion.com/articles/workplace-talent/fashions-in-demand-jobs/
1060058311	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			1	160	160	16	4	-4.0	10	1	10	-0.62305295950156	0								0								0								20220825001500	https://pembinavalleyonline.com/articles/tuesdays-downpour-was-a-1-in-100-year-event-according-to-winkler-city-manager
1060058312	20220825	202208	2022	2022.6438											CAN	CANADIAN	CAN								1	020	020	02	1	3.0	10	1	10	0.8869179600887	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220825001500	https://www.medicinenet.com/script/main/art.asp?articlekey=281204
1060058313	20220825	202208	2022	2022.6438											CHN	BEIJING	CHN								1	020	020	02	1	3.0	10	1	10	-0.48923679060666	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220825001500	https://www.washingtonpost.com/business/energy/good-luck-taking-away-chinas-manufacturing-mojo/2022/08/24/190e933a-23fd-11ed-a72f-1e7149072fbc_story.html
1060058314	20220825	202208	2022	2022.6438											COP	DEPUTIES						COP			1	042	042	04	1	1.9	5	1	5	-3.17195325542571	0								3	Putnam County, Florida, United States	US	USFL		29.6669	-81.7493	306910	3	Putnam County, Florida, United States	US	USFL		29.6669	-81.7493	306910	20220825001500	https://www.wktv.com/news/national/a-rural-florida-postal-worker-died-after-being-attacked-by-5-dogs-when-her-vehicle/article_597c673a-4d7d-5a27-9247-b88ce3727338.html
1060058315	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	043	043	04	1	2.8	6	1	6	-2.49480249480249	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825001500	https://www.mediaite.com/tv/marjorie-taylor-greene-warns-shes-often-armed-and-could-have-been-murdered-by-swat-team-its-like-death-by-cop/
1060058316	20220825	202208	2022	2022.6438											COP	DEPUTY						COP			1	043	043	04	1	2.8	12	1	10	-1.77133655394525	0								4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	20220825001500	http://www.scoopnews.in/det.aspx?q=116217%20class=
1060058317	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	051	051	05	1	3.4	6	1	6	-2.49480249480249	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825001500	https://www.mediaite.com/tv/marjorie-taylor-greene-warns-shes-often-armed-and-could-have-been-murdered-by-swat-team-its-like-death-by-cop/
1060058318	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	0841	084	08	2	7.0	10	1	10	-6.98412698412699	0								4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	20220825001500	https://observer.ug/news/headlines/74900-police-constable-shoots-wife-dead-self-in-maracha
1060058319	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	112	112	11	3	-2.0	6	1	6	-8.33333333333334	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825001500	https://japantoday.com/category/crime/man-arrested-for-allegedly-sexually-assaulting-woman
1060058320	20220825	202208	2022	2022.6438											CRM	BANDIT						CRM			0	036	036	03	1	4.0	5	1	5	-3.85996409335727	0								0								0								20220825001500	https://saharareporters.com/articles/enugu-community-laments-rising-killings-accuses-governor-ugwuanyi-releasing-murder
1060058321	20220825	202208	2022	2022.6438											CVL	RESIDENTS						CVL			1	073	073	07	2	7.4	2	1	2	-4.8582995951417	0								3	Rankin County, Mississippi, United States	US	USMS		32.2643	-90.0406	695781	3	Rankin County, Mississippi, United States	US	USMS		32.2643	-90.0406	695781	20220825001500	https://www.nbcnews.com/news/us-news/heavy-rain-pummels-mississippi-causing-flooding-forcing-evacuations-rcna44705
1060058322	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			0	130	130	13	3	-4.4	15	1	10	-3.85996409335727	0								0								0								20220825001500	https://saharareporters.com/articles/enugu-community-laments-rising-killings-accuses-governor-ugwuanyi-releasing-murder
1060058323	20220825	202208	2022	2022.6438											CVL	NATIONALS						CVL			1	130	130	13	3	-4.4	10	1	10	-4.89795918367347	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220825001500	https://tass.com/economy/1497981
1060058324	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	10	1	10	-2.72331154684096	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220825001500	https://ktvz.com/news/national-world/cnn-national/2022/08/24/an-oklahoma-teacher-says-she-resigned-over-a-state-law-requiring-teachers-to-censor-books-in-classroom-libraries/
1060058325	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	030	030	03	1	4.0	5	1	5	-0.65573770491803	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825001500	https://themedialine.org/by-region/teachers-strike-likely-on-israeli-childrens-1st-day-of-school/
