1059190691	20210818	202108	2021	2021.6247	DEU	GERMANY	DEU								MED	MEDIA						MED			0	042	042	04	1	1.9	4	1	4	0.99800399201596	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220818174500	https://www.popsugar.com/fitness/jonah-hill-anxiety-attacks-48922143
1059190692	20210818	202108	2021	2021.6247	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	3.09090909090909	1	United Kingdom	UK	UK		54	-4	UK	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	1	United Kingdom	UK	UK		54	-4	UK	20220818174500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/queen-s-granddaughter-lady-louise-will-attend-the-university-where-prince-william-and-kate-fell-in-love/ar-AA10OdXa
1059190693	20210818	202108	2021	2021.6247	GOV	MINIST OF PUBLIC WORKS						GOV													1	010	010	01	1	0.0	5	1	5	0	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20220818174500	https://english.news.cn/20220818/4ca4e6793a9b41ecb8aaa6d7a638474a/c.html
1059190694	20210818	202108	2021	2021.6247	MED	MEDIA						MED			MNCUSA	NETFLIX	USA					MNC			0	042	042	04	1	1.9	6	1	6	0.99800399201596	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220818174500	https://www.popsugar.com/fitness/jonah-hill-anxiety-attacks-48922143
1059190695	20210818	202108	2021	2021.6247	MIL	NAVY						MIL			CVL	MIGRANT						CVL			0	036	036	03	1	4.0	1	1	1	-2.17842323651453	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20220818174500	https://www.theweek.co.uk/news/957659/ten-things-you-need-to-know-today-16-august-2022
1059190696	20210818	202108	2021	2021.6247	MIL	NAVY						MIL			CVL	MIGRANT						CVL			0	036	036	03	1	4.0	3	1	3	-2.17842323651453	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20220818174500	https://www.theweek.co.uk/news/957659/ten-things-you-need-to-know-today-16-august-2022
1059190697	20210818	202108	2021	2021.6247	MIL	NAVY						MIL			CVL	MIGRANT						CVL			0	036	036	03	1	4.0	1	1	1	-2.17842323651453	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818174500	https://www.theweek.co.uk/news/957659/ten-things-you-need-to-know-today-16-august-2022
1059190698	20210818	202108	2021	2021.6247	MIL	NAVY						MIL			CVL	MIGRANT						CVL			0	080	080	08	2	5.0	4	1	4	-2.17842323651453	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20220818174500	https://www.theweek.co.uk/news/957659/ten-things-you-need-to-know-today-16-august-2022
1059190699	20210818	202108	2021	2021.6247	MIL	NAVY						MIL			CVL	MIGRANT						CVL			0	080	080	08	2	5.0	1	1	1	-2.17842323651453	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818174500	https://www.theweek.co.uk/news/957659/ten-things-you-need-to-know-today-16-august-2022
1059190700	20210818	202108	2021	2021.6247	UKR	UKRAINE	UKR								CVL	COMMUNITY						CVL			1	120	120	12	3	-4.0	2	1	2	-2.77777777777777	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220818174500	https://www.oliveoiltimes.com/production/olive-growers-in-extremadura-brace-for-worst-harvest-in-history/111589
1059190701	20210818	202108	2021	2021.6247	USA	BOSTON	USA																		0	090	090	09	2	-2.0	2	1	2	-6.43564356435644	3	Suffolk County, Massachusetts, United States	US	USMA	MA025	42.3334	-71.0828	606939	0								3	Suffolk County, Massachusetts, United States	US	USMA		42.3334	-71.0828	606939	20220818174500	https://www.berkshireeagle.com/crime/adam-foss-pittsfield-talk-rape-charges/article_101f6666-1f0a-11ed-94b1-df8ab8a7b9e2.html
1059190702	20210818	202108	2021	2021.6247	USA	BOSTON	USA																		0	090	090	09	2	-2.0	6	1	6	-6.43564356435644	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220818174500	https://www.berkshireeagle.com/crime/adam-foss-pittsfield-talk-rape-charges/article_101f6666-1f0a-11ed-94b1-df8ab8a7b9e2.html
1059190703	20210818	202108	2021	2021.6247	USA	BOSTON	USA																		0	090	090	09	2	-2.0	2	1	2	-6.43564356435644	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818174500	https://www.berkshireeagle.com/crime/adam-foss-pittsfield-talk-rape-charges/article_101f6666-1f0a-11ed-94b1-df8ab8a7b9e2.html
1059190704	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	4	1	4	3.09090909090909	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818174500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/queen-s-granddaughter-lady-louise-will-attend-the-university-where-prince-william-and-kate-fell-in-love/ar-AA10OdXa
1059190705	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	4	1	4	3.09090909090909	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818174500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/queen-s-granddaughter-lady-louise-will-attend-the-university-where-prince-william-and-kate-fell-in-love/ar-AA10OdXa
1059190706	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	2	1	2	3.09090909090909	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	1	United Kingdom	UK	UK		54	-4	UK	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220818174500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/queen-s-granddaughter-lady-louise-will-attend-the-university-where-prince-william-and-kate-fell-in-love/ar-AA10OdXa
1059190707	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	2	1	2	3.09090909090909	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818174500	http://www.msn.com/en-us/lifestyle/lifestyle-buzz/queen-s-granddaughter-lady-louise-will-attend-the-university-where-prince-william-and-kate-fell-in-love/ar-AA10OdXa
1059190708	20210818	202108	2021	2021.6247	USA	WISCONSIN	USA								USACVL	UNITED STATES	USA					CVL			0	193	193	19	4	-10.0	2	1	2	-1.78412132024978	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220818174500	https://madison.com/news/local/health-med-fit/with-covid-19-flu-upticks-expected-this-fall-doctors-urge-vaccination/article_7970b20c-fccd-53b5-b135-798fdd027eec.html
1059190709	20210818	202108	2021	2021.6247	USACVL	WISCONSIN	USA					CVL													0	193	193	19	4	-10.0	6	1	6	-1.78412132024978	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220818174500	https://madison.com/news/local/health-med-fit/with-covid-19-flu-upticks-expected-this-fall-doctors-urge-vaccination/article_7970b20c-fccd-53b5-b135-798fdd027eec.html
1059190710	20220719	202207	2022	2022.5452											BUS	COMPANY						BUS			0	173	173	17	4	-5.0	5	1	5	-0.6426735218509	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220818174500	https://www.theguardian.com/fashion/2022/aug/18/linda-evangelista-was-persuaded-by-tv-adverts-to-get-fat-freezing-procedure
1059190711	20220719	202207	2022	2022.5452	GBR	UNITED KINGDOM	GBR																		0	125	125	12	3	-5.0	3	1	3	-2.17842323651453	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220818174500	https://www.theweek.co.uk/news/957659/ten-things-you-need-to-know-today-16-august-2022
