1059125652	20210818	202108	2021	2021.6247	COPGOV	DEPUTY						COP	GOV												1	061	061	06	2	6.4	1	1	1	4.42477876106195	4	Shamva, Mashonaland Central, Zimbabwe	ZI	ZI03	40197	-17.3116	31.5756	-2321323	0								4	Shamva, Mashonaland Central, Zimbabwe	ZI	ZI03	40197	-17.3116	31.5756	-2321323	20220818100000	https://www.zimbabwesituation.com/news/zim-offers-target-beating-incentive-for-gold-producers/
1059125653	20210818	202108	2021	2021.6247	FRA	LYON	FRA																		1	013	013	01	1	0.4	6	1	6	-1.23203285420944	4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	0								4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	20220818100000	https://carlow-nationalist.ie/2022/08/18/monkeypox-limited-supply-of-vaccines-to-treat-only-10-of-high-risk-cohort/
1059125654	20210818	202108	2021	2021.6247	FRA	LYON	FRA								IRL	IRELAND	IRL								1	013	013	01	1	0.4	2	1	2	-1.23203285420944	4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	20220818100000	https://carlow-nationalist.ie/2022/08/18/monkeypox-limited-supply-of-vaccines-to-treat-only-10-of-high-risk-cohort/
1059125655	20210818	202108	2021	2021.6247	GBR	UNITED KINGDOM	GBR								MED	MEDIA						MED			1	0831	083	08	2	5.0	44	11	44	3.68098159509202	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818100000	https://www.thisislocallondon.co.uk/news/national/20670484.broadcaster-amol-rajan-appointed-new-host-university-challenge/
1059125656	20210818	202108	2021	2021.6247	IRL	IRELAND	IRL																		1	013	013	01	1	0.4	2	1	2	-1.23203285420944	4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	0								4	Carlow, Carlow, Ireland	EI	EI01	18292	52.8408	-6.92611	-1501356	20220818100000	https://carlow-nationalist.ie/2022/08/18/monkeypox-limited-supply-of-vaccines-to-treat-only-10-of-high-risk-cohort/
1059125657	20210818	202108	2021	2021.6247	ISR	ISRAEL	ISR								ISRMED	ISRAEL	ISR					MED			1	013	013	01	1	0.4	2	1	2	3.23974082073434	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220818100000	https://www.israelnationalnews.com/news/358358
1059125658	20210818	202108	2021	2021.6247	ISRJEW	ISRAEL	ISR			JEW					ISRMED	ISRAEL	ISR					MED			1	010	010	01	1	0.0	2	1	2	3.23974082073434	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220818100000	https://www.israelnationalnews.com/news/358358
1059125659	20210818	202108	2021	2021.6247	JEW	RABBI				JEW					MED	NEWSPAPER						MED			1	010	010	01	1	0.0	6	1	6	3.23974082073434	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220818100000	https://www.israelnationalnews.com/news/358358
1059125660	20210818	202108	2021	2021.6247	MED	MEDIA						MED													1	0831	083	08	2	5.0	66	11	66	3.68098159509202	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20220818100000	https://www.thisislocallondon.co.uk/news/national/20670484.broadcaster-amol-rajan-appointed-new-host-university-challenge/
1059125661	20210818	202108	2021	2021.6247	MEX	MEXICO	MEX																		1	010	010	01	1	0.0	4	1	4	-3.93096836049856	1	Argentina	AR	AR		-34	-64	AR	0								1	Argentina	AR	AR		-34	-64	AR	20220818100000	https://www.dailymail.co.uk/sciencetech/article-11122987/Crater-Africa-left-baby-cousin-asteroid-killed-dinosaurs.html
1059125662	20210818	202108	2021	2021.6247	MIL	MILITARY						MIL			TCD	CHAD	TCD								1	190	190	19	4	-10.0	2	1	2	-4.81099656357388	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818100000	https://english.ahram.org.eg/News/473397.aspx
1059125663	20210818	202108	2021	2021.6247	MIL	MILITARY						MIL			TCDELI	CHAD	TCD					ELI			1	190	190	19	4	-10.0	1	1	1	-4.81099656357388	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818100000	https://english.ahram.org.eg/News/473397.aspx
1059125664	20210818	202108	2021	2021.6247	MIL	MILITARY						MIL			TCDGOVELI	IDRISS DEBY	TCD					GOV	ELI		1	190	190	19	4	-10.0	3	1	3	-4.81099656357388	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818100000	https://english.ahram.org.eg/News/473397.aspx
1059125665	20210818	202108	2021	2021.6247	MYS	MALAYSIA	MYS								PHL	PHILIPPINE	PHL								1	061	061	06	2	6.4	2	1	2	4.12844036697247	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220818100000	https://www.theedgemarkets.com/article/matrade-medac-and-sme-bank-collaborate-bring-12-smes-export-mission-manila
1059125666	20210818	202108	2021	2021.6247	MYS	MALAYSIA	MYS								PHL	PHILIPPINE	PHL								1	061	061	06	2	6.4	8	1	8	4.12844036697247	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220818100000	https://www.theedgemarkets.com/article/matrade-medac-and-sme-bank-collaborate-bring-12-smes-export-mission-manila
1059125667	20210818	202108	2021	2021.6247	UAF	FIGHTER						UAF			MLI	MALIAN	MLI								1	051	051	05	1	3.4	2	1	2	-2.25225225225225	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Mali	ML	ML		17	-4	ML	1	Mali	ML	ML		17	-4	ML	20220818100000	https://www.thestar.com.my/news/world/2022/08/18/germany-resumes-military-flights-to-mali-after-spat-over-flight-clearances
