1059222226	20210818	202108	2021	2021.6247	GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU												1	020	020	02	1	3.0	6	1	6	-4.81927710843374	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	0								3	Wessington Springs, South Dakota, United States	US	USSD		44.0792	-98.5695	1258872	20220818221500	https://listen.sdpb.org/podcast/sdpb-news/2022-08-18/draft-social-studies-standards-drawing-criticism-aug-18
1059222227	20210818	202108	2021	2021.6247	GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU												1	020	020	02	1	3.0	4	1	4	-4.81927710843374	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220818221500	https://listen.sdpb.org/podcast/sdpb-news/2022-08-18/draft-social-studies-standards-drawing-criticism-aug-18
1059222228	20220719	202207	2022	2022.5452	CVL	VOTER						CVL													0	110	110	11	3	-2.0	1	1	1	-4.15094339622641	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818221500	https://townhall.com/tipsheet/rebeccadowns/2022/08/18/politico-team-trump-to-blame-for-liz-cheneys-defeat-n2611934
1059222229	20220719	202207	2022	2022.5452	CVL	VOTER						CVL													0	110	110	11	3	-2.0	2	1	2	-4.15094339622641	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818221500	https://townhall.com/tipsheet/rebeccadowns/2022/08/18/politico-team-trump-to-blame-for-liz-cheneys-defeat-n2611934
1059222230	20220719	202207	2022	2022.5452	CVL	VOTER						CVL													0	110	110	11	3	-2.0	1	1	1	-4.15094339622641	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818221500	https://townhall.com/tipsheet/rebeccadowns/2022/08/18/politico-team-trump-to-blame-for-liz-cheneys-defeat-n2611934
1059222231	20220719	202207	2022	2022.5452	CVL	VOTER						CVL													0	110	110	11	3	-2.0	1	1	1	-4.15094339622641	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20220818221500	https://townhall.com/tipsheet/rebeccadowns/2022/08/18/politico-team-trump-to-blame-for-liz-cheneys-defeat-n2611934
1059222232	20220811	202208	2022	2022.6055	CVL	SETTLEMENT						CVL													1	070	070	07	2	7.0	10	1	10	-1.10497237569061	3	Kenai Peninsula, Alaska, United States	US	USAK	AK122	60.1667	-150.25	1404582	0								3	Kenai Peninsula, Alaska, United States	US	USAK		60.1667	-150.25	1404582	20220818221500	https://www.homernews.com/news/borough-creates-grant-program-to-distribute-opioid-settlement-funds/
1059222233	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD													1	120	120	12	3	-4.0	6	1	6	-0.52356020942408	3	West Palm Beach, Florida, United States	US	USFL	FL099	26.7153	-80.0534	293097	0								3	West Palm Beach, Florida, United States	US	USFL		26.7153	-80.0534	293097	20220818221500	https://www.mediaite.com/uncategorized/judge-does-not-rule-out-forcing-doj-to-disclose-mar-a-lago-affidavit-gives-one-week-to-propose-redactions/
1059222234	20220811	202208	2022	2022.6055	JUD	JUDGE						JUD													1	120	120	12	3	-4.0	4	1	4	-0.52356020942408	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220818221500	https://www.mediaite.com/uncategorized/judge-does-not-rule-out-forcing-doj-to-disclose-mar-a-lago-affidavit-gives-one-week-to-propose-redactions/
1059222235	20220811	202208	2022	2022.6055	NLD	HOLLAND	NLD																		1	120	120	12	3	-4.0	10	1	10	-1.34529147982062	0								0								0								20220818221500	https://www.twtd.co.uk/ipswich-town-news/3777/sheepy-on-finances/onthisday
