1059196725	20210818	202108	2021	2021.6247	IGOUNO	THE UN		UNO				IGO													0	020	020	02	1	3.0	10	1	10	0	1	Malawi	MI	MI		-13.5	34	MI	0								1	Malawi	MI	MI		-13.5	34	MI	20220818183000	https://www.tanzanianewsreports.com/worlds-first-malaria-vaccine-to-benefit-millions-of-children-unicef/
1059196726	20210818	202108	2021	2021.6247	LEG	HOUSE OF REPRESENTATIVES						LEG													1	012	012	01	1	-0.4	10	1	10	-4.71380471380471	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20220818183000	https://jewishlink.news/world-us/53071-bipartisan-group-in-congress-calls-for-un-commission-of-inquiry-to-be-disbanded
1059196727	20210818	202108	2021	2021.6247	LEG	HOUSE OF REPRESENTATIVES						LEG													1	110	110	11	3	-2.0	10	1	10	-4.71380471380471	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20220818183000	https://jewishlink.news/world-us/53071-bipartisan-group-in-congress-calls-for-un-commission-of-inquiry-to-be-disbanded
1059196728	20210818	202108	2021	2021.6247	NAM	NAMIBIAN	NAM								EUR	EUROPE	EUR								0	061	061	06	2	6.4	2	1	2	1.48232611174458	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20220818183000	https://oilprice.com/Energy/Energy-General/Green-Hydrogen-Is-Gaining-Traction-Across-The-Globe.html
1059196729	20210818	202108	2021	2021.6247	NAMGOV	NAMIBIAN	NAM					GOV			EUR	EUROPE	EUR								0	061	061	06	2	6.4	8	1	8	1.48232611174458	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20220818183000	https://oilprice.com/Energy/Energy-General/Green-Hydrogen-Is-Gaining-Traction-Across-The-Globe.html
1059196730	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								CVLEDU	COMMUNITY						CVL	EDU		1	084	084	08	2	7.0	6	1	6	2.56410256410256	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	20220818183000	https://targetednews.com/pr_disp.php?pr_id=7922623
1059196731	20210818	202108	2021	2021.6247	USA	TENNESSEE	USA								CVLEDU	COMMUNITY						CVL	EDU		1	084	084	08	2	7.0	2	1	2	2.56410256410256	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	20220818183000	https://targetednews.com/pr_disp.php?pr_id=7922623
1059196732	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								CVLEDU	COMMUNITY						CVL	EDU		1	100	100	10	3	-5.0	6	1	6	2.56410256410256	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	20220818183000	https://targetednews.com/pr_disp.php?pr_id=7922623
1059196733	20210818	202108	2021	2021.6247	USA	TENNESSEE	USA								CVLEDU	COMMUNITY						CVL	EDU		1	100	100	10	3	-5.0	2	1	2	2.56410256410256	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	20220818183000	https://targetednews.com/pr_disp.php?pr_id=7922623
1059196734	20220719	202207	2022	2022.5452	CRM	CRIMINAL						CRM			COP	POLICE						COP			0	114	114	11	3	-2.0	1	1	1	-4.69255663430421	3	Park Ridge, Illinois, United States	US	USIL	IL031	42.0111	-87.8406	415386	3	Park Ridge, Illinois, United States	US	USIL		42.0111	-87.8406	415386	3	Park Ridge, Illinois, United States	US	USIL		42.0111	-87.8406	415386	20220818183000	https://www.nbcchicago.com/news/local/off-duty-chicago-cop-accused-of-pinning-park-ridge-teen-on-sidewalk-charged-with-misconduct-aggravated-battery/2918144/
1059196735	20220719	202207	2022	2022.5452	CRM	CRIMINAL						CRM			USACOP	UNITED STATES	USA					COP			0	114	114	11	3	-2.0	4	1	4	-4.69255663430421	3	Park Ridge, Illinois, United States	US	USIL	IL031	42.0111	-87.8406	415386	3	Park Ridge, Illinois, United States	US	USIL		42.0111	-87.8406	415386	3	Park Ridge, Illinois, United States	US	USIL		42.0111	-87.8406	415386	20220818183000	https://www.nbcchicago.com/news/local/off-duty-chicago-cop-accused-of-pinning-park-ridge-teen-on-sidewalk-charged-with-misconduct-aggravated-battery/2918144/
1059196736	20220719	202207	2022	2022.5452	MOS	ISLAMIC				MOS					AFG	KABUL	AFG								0	183	183	18	4	-10.0	6	1	6	-7.62124711316397	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818183000	https://www.bignewsnetwork.com/news/272658485/disgruntled-taliban-commander-killed-while-trying-to-flee-to-iran
1059196737	20220719	202207	2022	2022.5452	MOS	ISLAMIC				MOS					AFG	KABUL	AFG								0	190	190	19	4	-10.0	7	1	7	-7.62124711316397	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818183000	https://www.bignewsnetwork.com/news/272658485/disgruntled-taliban-commander-killed-while-trying-to-flee-to-iran
1059196738	20220719	202207	2022	2022.5452	PHLLAB	PHILIPPINE	PHL					LAB													1	070	070	07	2	7.0	2	1	2	-3.70370370370371	4	Barangay, Pangasinan, Philippines	RP	RP51	24218	16.17	120.78	10998159	0								4	Barangay, Pangasinan, Philippines	RP	RP51	24218	16.17	120.78	10998159	20220818183000	https://journal.com.ph/sss-now-offering-its-calamity-assistance-package-to-earthquake-victims-in-abra-mountain-province/
1059196739	20220817	202208	2022	2022.6219	LAB	EMPLOYEE						LAB			GOVLAB	MINIST OF LABOUR						GOV	LAB		0	026	026	02	1	4.0	4	1	4	-0.21231422505308	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20220818183000	https://www.premiumtimesng.com/news/more-news/549380-discos-restore-power-as-electricity-workers-suspend-strike.html
1059196740	20220817	202208	2022	2022.6219	LAB	EMPLOYEE						LAB			GOVLAB	MINIST OF LABOUR						GOV	LAB		0	026	026	02	1	4.0	1	1	1	-0.21231422505308	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20220818183000	https://www.premiumtimesng.com/news/more-news/549380-discos-restore-power-as-electricity-workers-suspend-strike.html
1059196741	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	046	046	04	1	7.0	10	1	10	-1.42247510668563	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818183000	https://www.mei.edu/publications/why-afghan-peace-process-failed-and-what-could-come-next
1059196742	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	050	050	05	1	3.5	10	1	10	-1.42247510668563	0								4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	20220818183000	https://www.mei.edu/publications/why-afghan-peace-process-failed-and-what-could-come-next
1059196743	20220818	202208	2022	2022.6247											ARE	DUBAI	ARE								1	040	040	04	1	1.0	5	1	5	2.39520958083832	0								0								0								20220818183000	https://www.hoteliermiddleeast.com/news/dubai-municipality-circular-children-under-five-not-allowed-in-adult-hotel-swimming-pools
