1059112121	20210818	202108	2021	2021.6247	EUR	EUROPE	EUR								NOR	NORWEGIAN	NOR								0	040	040	04	1	1.0	5	1	5	-0.66666666666667	4	Lustad, Nord-Trøag, Norway	NO	NO10	26033	64.0167	12.1167	-269796	4	Lustad, Nord-Trøag, Norway	NO	NO10	26033	64.0167	12.1167	-269796	4	Lustad, Nord-Trøag, Norway	NO	NO10	26033	64.0167	12.1167	-269796	20220818080000	https://www.integra927.com/News/Global-graphene-powder-market-trend-2023-2027-Graphene-bags-significantly-reduce-platinum-requirements-for-hydrogen-fuel-cells-by-Newsintegra927.html
1059112122	20210818	202108	2021	2021.6247	NOR	NORWEGIAN	NOR								EUR	EUROPE	EUR								0	040	040	04	1	1.0	5	1	5	-0.66666666666667	4	Lustad, Nord-Trøag, Norway	NO	NO10	26033	64.0167	12.1167	-269796	4	Lustad, Nord-Trøag, Norway	NO	NO10	26033	64.0167	12.1167	-269796	4	Lustad, Nord-Trøag, Norway	NO	NO10	26033	64.0167	12.1167	-269796	20220818080000	https://www.integra927.com/News/Global-graphene-powder-market-trend-2023-2027-Graphene-bags-significantly-reduce-platinum-requirements-for-hydrogen-fuel-cells-by-Newsintegra927.html
1059112123	20210818	202108	2021	2021.6247	TZA	TANZANIA	TZA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	10	1	10	4.0983606557377	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20220818080000	https://www.ippmedia.com/en/business/fintech-sector-gets-new-%E2%80%9Cbaby%E2%80%9D-pesapal-secures-license
1059112124	20220719	202207	2022	2022.5452	ARE	UNITED ARAB EMIRATES	ARE								BUS	TANKER						BUS			0	043	043	04	1	2.8	8	1	8	-2.23048327137547	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	20220818080000	https://gulfnews.com/business/energy/oil-exports-from-fujairahs-offshore-terminals-are-back-after-2-weeks-1.89985275
1059112125	20220719	202207	2022	2022.5452	BUS	TANKER						BUS													0	160	160	16	4	-4.0	2	1	2	-2.23048327137547	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	0								4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	20220818080000	https://gulfnews.com/business/energy/oil-exports-from-fujairahs-offshore-terminals-are-back-after-2-weeks-1.89985275
1059112126	20220719	202207	2022	2022.5452	BUS	TANKER						BUS			ARE	UNITED ARAB EMIRATES	ARE								0	042	042	04	1	1.9	8	1	8	-2.23048327137547	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	20220818080000	https://gulfnews.com/business/energy/oil-exports-from-fujairahs-offshore-terminals-are-back-after-2-weeks-1.89985275
1059112127	20220719	202207	2022	2022.5452	BUS	TANKER						BUS			ARE	UNITED ARAB EMIRATES	ARE								0	160	160	16	4	-4.0	8	1	8	-2.23048327137547	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	20220818080000	https://gulfnews.com/business/energy/oil-exports-from-fujairahs-offshore-terminals-are-back-after-2-weeks-1.89985275
1059112128	20220719	202207	2022	2022.5452	ESP	SPAIN	ESP								GOV	PREMIER						GOV			0	057	057	05	1	8.0	4	1	4	2.00501253132832	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20220818080000	http://www.thehardtackle.com/transfer-news/2022/08/18/nottingham-forest-interested-in-alvaro-odriozola/
1059112129	20220719	202207	2022	2022.5452	GOV	PREMIER						GOV			ESP	SPAIN	ESP								0	057	057	05	1	8.0	4	1	4	2.00501253132832	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20220818080000	http://www.thehardtackle.com/transfer-news/2022/08/18/nottingham-forest-interested-in-alvaro-odriozola/
1059112130	20220811	202208	2022	2022.6055	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	014	014	01	1	0.0	2	1	2	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112131	20220811	202208	2022	2022.6055	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	014	014	01	1	0.0	3	1	3	2.63157894736843	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112132	20220811	202208	2022	2022.6055	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	014	014	01	1	0.0	5	1	5	2.63157894736843	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112133	20220811	202208	2022	2022.6055	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	057	057	05	1	8.0	2	1	2	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112134	20220811	202208	2022	2022.6055	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	057	057	05	1	8.0	2	1	2	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112135	20220811	202208	2022	2022.6055	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	057	057	05	1	8.0	6	1	6	2.63157894736843	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112136	20220811	202208	2022	2022.6055	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	030	030	03	1	4.0	2	1	2	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112137	20220811	202208	2022	2022.6055	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	030	030	03	1	4.0	8	1	8	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112138	20220811	202208	2022	2022.6055	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	057	057	05	1	8.0	2	1	2	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112139	20220811	202208	2022	2022.6055	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	057	057	05	1	8.0	2	1	2	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112140	20220811	202208	2022	2022.6055	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	057	057	05	1	8.0	6	1	6	2.63157894736843	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818080000	https://english.onlinekhabar.com/nepal-looking-at-the-taiwan-issue.html
1059112141	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	0841	084	08	2	7.0	10	1	10	-0.46948356807511	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220818080000	https://tribune.com.pk/story/2371666/funds-and-mindsets-frozen-in-time
1059112142	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	043	043	04	1	2.8	10	1	10	-0.50632911392405	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220818080000	https://www.capetalk.co.za/articles/452459/baby-it-s-cold-outside-but-why-so-cold-an-expert-explains
1059112143	20220818	202208	2022	2022.6247											ARE	UNITED ARAB EMIRATES	ARE								0	042	042	04	1	1.9	6	1	6	-2.23048327137547	0								4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	20220818080000	https://gulfnews.com/business/energy/oil-exports-from-fujairahs-offshore-terminals-are-back-after-2-weeks-1.89985275
1059112144	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	6	1	6	0.36144578313253	0								4	Yarrawonga, Victoria, Australia	AS	AS07	5400	-36.0192	146	-1611736	4	Yarrawonga, Victoria, Australia	AS	AS07	5400	-36.0192	146	-1611736	20220818080000	https://www.countrynews.com.au/news/aussie-gun-dog-is-back-for-good/
1059112145	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	2	1	2	0.36144578313253	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818080000	https://www.countrynews.com.au/news/aussie-gun-dog-is-back-for-good/
1059112146	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								0	046	046	04	1	7.0	2	1	2	1.4336917562724	0								4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	20220818080000	https://www.miragenews.com/press-conference-thursday-island-839126/
1059112147	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								1	0841	084	08	2	7.0	2	1	2	1.4336917562724	0								4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	20220818080000	https://www.miragenews.com/press-conference-thursday-island-839126/
1059112148	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	4	1	4	-6.07142857142857	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220818080000	https://www.dailymail.co.uk/news/article-11122501/Daniel-Ames-jail-10-years-convicted-uncles-murder-seeks-retrial-new-evidence.html
1059112149	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								1	190	190	19	4	-10.0	8	1	4	-6.07142857142857	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220818080000	https://www.dailymail.co.uk/news/article-11122501/Daniel-Ames-jail-10-years-convicted-uncles-murder-seeks-retrial-new-evidence.html
1059112150	20220818	202208	2022	2022.6247											AUSGOV	AUSTRALIA	AUS					GOV			1	0841	084	08	2	7.0	2	1	2	1.4336917562724	0								4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	20220818080000	https://www.miragenews.com/press-conference-thursday-island-839126/
1059112151	20220818	202208	2022	2022.6247											BRA	SAO PAULO	BRA								1	046	046	04	1	7.0	10	1	10	1.15942028985507	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20220818080000	http://www.thehardtackle.com/transfer-news/2022/08/18/real-madrid-considering-2023-move-for-antony/
1059112152	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			1	045	045	04	1	5.0	10	1	10	5.9245960502693	0								4	Palais, RhôAlpes, France	FR	FRB9	16331	45.3633	4.49802	-1445317	4	Palais, RhôAlpes, France	FR	FRB9	16331	45.3633	4.49802	-1445317	20220818080000	https://www.lsionline.com/chauvet-energises-palais-de-la-bourse-gala
1059112153	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	046	046	04	1	7.0	6	1	6	0.37037037037037	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818080000	https://www.biospace.com/article/kriya-taps-new-cmo-for-rare-disease-therapeutics-division-established-earlier-this-year/
1059112154	20220818	202208	2022	2022.6247											CAN	MONTREAL	CAN								0	043	043	04	1	2.8	2	1	2	-6.9620253164557	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818080000	https://montrealgazette.com:443/news/local-news/top-hells-angels-member-faces-charge-for-first-time-since-quebec-biker-war
1059112155	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								0	130	130	13	3	-4.4	1	1	1	-6.9620253164557	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818080000	https://montrealgazette.com:443/news/local-news/top-hells-angels-member-faces-charge-for-first-time-since-quebec-biker-war
1059112156	20220818	202208	2022	2022.6247											CHL	SANTIAGO	CHL								1	042	042	04	1	1.9	10	1	10	2.00501253132832	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20220818080000	http://www.thehardtackle.com/transfer-news/2022/08/18/nottingham-forest-interested-in-alvaro-odriozola/
1059112157	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	182	182	18	4	-9.5	2	1	2	-3.86904761904762	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Greenford, Ealing, United Kingdom	UK	UKD9	40110	51.5167	-0.333333	-2597649	20220818080000	https://www.newstalk.com/news/appeal-after-irish-man-87-stabbed-to-death-on-mobility-scooter-in-london-1373642
1059112158	20220818	202208	2022	2022.6247											COP	DEPUTY						COP			1	190	190	19	4	-10.0	2	1	2	-2.08860759493671	0								4	Giria, West Bengal, India	IN	IN28	17955	24.5167	88.0667	-2096359	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20220818080000	http://www.telegraphnepal.com/nepal-unification-campaign-and-the-contemporary-international-situation/
1059112159	20220818	202208	2022	2022.6247											COP	DEPUTY						COP			1	190	190	19	4	-10.0	6	1	6	-2.08860759493671	0								4	Giria, West Bengal, India	IN	IN28	17955	24.5167	88.0667	-2096359	4	Gorkha, Haryana, India	IN	IN10	17831	30.1442	76.7181	10448030	20220818080000	http://www.telegraphnepal.com/nepal-unification-campaign-and-the-contemporary-international-situation/
1059112160	20220818	202208	2022	2022.6247											COP	DEPUTY						COP			1	190	190	19	4	-10.0	2	1	2	-2.08860759493671	0								4	Gorkha, Haryana, India	IN	IN10	17831	30.1442	76.7181	10448030	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20220818080000	http://www.telegraphnepal.com/nepal-unification-campaign-and-the-contemporary-international-situation/
1059112161	20220818	202208	2022	2022.6247											CRM	GANG						CRM			1	013	013	01	1	0.4	5	1	5	-5.55555555555556	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220818080000	https://menafn.com/1104717220/Arjun-Kapoors-Statement-Over-Boycott-Trend-Irks-MPs-Home-Minister
1059112162	20220818	202208	2022	2022.6247											CRM	GANG						CRM			1	051	051	05	1	3.4	5	1	5	-5.55555555555556	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220818080000	https://menafn.com/1104717220/Arjun-Kapoors-Statement-Over-Boycott-Trend-Irks-MPs-Home-Minister
1059112163	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	4	1	4	1.4336917562724	0								4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	20220818080000	https://www.miragenews.com/press-conference-thursday-island-839126/
1059112164	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	10	1	10	-0.50632911392405	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220818080000	https://www.capetalk.co.za/articles/452459/baby-it-s-cold-outside-but-why-so-cold-an-expert-explains
1059112165	20220818	202208	2022	2022.6247											DEU	GERMAN	DEU								1	172	172	17	4	-5.0	8	1	8	-5.12820512820513	0								4	Veneto, Veneto, Italy	IT	IT20	18418	45.6989	12.2256	109677	4	Veneto, Veneto, Italy	IT	IT20	18418	45.6989	12.2256	109677	20220818080000	https://thewall.fyi/tourists-arrested-for-zipping-down-venices-grand-canal-on-motorized-surfboards/
