1059115053	20220817	202208	2022	2022.6219	MWIGOV	MALAWI	MWI					GOV			GOV	PRESIDENT						GOV			1	0841	084	08	2	7.0	1	1	1	-1.7175572519084	1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	20220818083000	http://www.times.co.sz/news/136610-no-mention-of-eswatini-in-summit-1st-leg-sadc-slammed.html
1059115054	20220817	202208	2022	2022.6219	SWZGOV	MSWATI III	SWZ					GOV			IGOSAFSAD	SADC	SAF	SAD				IGO			1	040	040	04	1	1.0	4	1	4	-1.7175572519084	1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	20220818083000	http://www.times.co.sz/news/136610-no-mention-of-eswatini-in-summit-1st-leg-sadc-slammed.html
1059115055	20220817	202208	2022	2022.6219	SWZGOV	MSWATI III	SWZ					GOV			IGOSAFSAD	SADC	SAF	SAD				IGO			1	040	040	04	1	1.0	6	1	6	-1.7175572519084	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220818083000	http://www.times.co.sz/news/136610-no-mention-of-eswatini-in-summit-1st-leg-sadc-slammed.html
1059115056	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	10	1	10	-7.04761904761905	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220818083000	https://mynorthwest.com/3600515/police-death-toll-in-afghan-capital-mosque-bombing-now-21/
1059115057	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	4	1	4	-7.6	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Balkhab, Sar-e Pol, Afghanistan	AF	AF33	3729	35.5017	66.5064	-3370025	20220818083000	https://www.thehindu.com/news/international/kabul-mosque-blast-death-toll-rises-say-police/article65782514.ece
1059115058	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								0	036	036	03	1	4.0	18	1	10	-0.48143053645117	0								5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	20220818083000	https://pmnewsnigeria.com/2022/08/18/barth-nnaji-and-the-electricity-conundrum/
1059115059	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								0	036	036	03	1	4.0	2	1	2	-0.48143053645117	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220818083000	https://pmnewsnigeria.com/2022/08/18/barth-nnaji-and-the-electricity-conundrum/
1059115060	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	042	042	04	1	1.9	6	1	6	3.48039215686275	0								1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20220818083000	https://www.dailymail.co.uk/tvshowbiz/article-11122843/Lewis-Hamilton-shares-snaps-travels-Africa-amid-poignant-journey-trace-roots.html
1059115061	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	4	1	4	-5.56792873051225	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220818083000	https://www.iol.co.za/business-report/economy/cheaper-chicken-prices-for-south-africa-as-anti-dumping-duty-on-brazil-suspended-fa92a836-2a00-4620-863c-1906d90bd0dc
1059115062	20220818	202208	2022	2022.6247											AFRBUS	AFRICA	AFR					BUS			1	040	040	04	1	1.0	2	1	2	0.4914004914005	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220818083000	http://www.times.co.sz/news/136608-eec-eskom-to-renew-ppa.html
1059115063	20220818	202208	2022	2022.6247											ARE	DUBAI	ARE								1	084	084	08	2	7.0	2	1	2	2.32558139534883	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220818083000	https://www.business-standard.com/article/current-affairs/customs-officers-seize-gold-worth-rs-11-78-lakh-at-mangaluru-airport-122081800350_1.html
1059115064	20220818	202208	2022	2022.6247											AUS	VICTORIA	AUS								1	042	042	04	1	1.9	4	1	4	8.33333333333334	0								4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	20220818083000	http://tradearabia.com/news/TTN_399720.html
1059115065	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	2	1	2	-8.65800865800865	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	20220818083000	https://www.9news.com.au/national/greyhound-trainer-charged-allegedly-giving-dog-alcohol-sabotaging-race-orange-nsw/ce93b5c6-0359-467b-b469-4556c4cb8c28
1059115066	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	6	1	4	-8.65800865800865	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818083000	https://www.9news.com.au/national/greyhound-trainer-charged-allegedly-giving-dog-alcohol-sabotaging-race-orange-nsw/ce93b5c6-0359-467b-b469-4556c4cb8c28
1059115067	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	042	042	04	1	1.9	10	1	10	3.1104199066874	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220818083000	https://www.finanznachrichten.de/nachrichten-2022-08/56840457-datametrex-ai-limited-medi-call-introduces-new-equipment-and-adds-physicians-296.htm
1059115068	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	2	10	4.1896610903013	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220818083000	https://www.finanznachrichten.de/nachrichten-2022-08/56840438-xsolla-to-showcase-new-pay-station-mobile-and-new-solutions-at-devcom-and-gamescom-2022-004.htm
1059115069	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	043	043	04	1	2.8	6	1	6	3.25342465753425	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220818083000	https://www.austinchronicle.com/events/film/2022-08-19/claydreams/
1059115070	20220818	202208	2022	2022.6247											BUS	COMPANIES						BUS			1	043	043	04	1	2.8	5	1	5	1.10294117647059	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818083000	https://economictimes.indiatimes.com/industry/services/education/iit-madras-sees-a-32-jump-in-internship-offers-on-day-1/articleshow/93635656.cms
1059115071	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	10	1	10	4.41478439425051	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220818083000	https://www.commercial-news.com/news/angel-alley-planned-for-downtown-danville-with-grant/article_c39954fe-1e24-11ed-bb75-3bfa262a4635.html
1059115072	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			1	057	057	05	1	8.0	10	1	10	9.26315789473684	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220818083000	https://www.miragenews.com/stronger-workplace-safety-targeted-in-key-839127/
1059115073	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	060	060	06	2	6.0	5	1	5	1.81451612903225	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220818083000	https://www.kpvi.com/interests/cities-with-most-female-business-owners/collection_599337e8-3fd7-58e9-87b5-dbf9943d1b0c.html
1059115074	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	080	080	08	2	5.0	5	1	5	-0.857142857142859	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20220818083000	https://www.business-standard.com/article/companies/dunzo-daily-to-increase-delivery-time-and-reduce-distance-report-122081800506_1.html
1059115075	20220818	202208	2022	2022.6247											BUSCVL	BUSINESS						BUS	CVL		0	057	057	05	1	8.0	4	1	4	0.4914004914005	0								4	Mbabane, Hhohho, Swaziland	WZ	WZ01	77339	-26.3167	31.1333	-1331673	4	Mbabane, Hhohho, Swaziland	WZ	WZ01	77339	-26.3167	31.1333	-1331673	20220818083000	http://www.times.co.sz/news/136608-eec-eskom-to-renew-ppa.html
1059115076	20220818	202208	2022	2022.6247											BUSCVL	BUSINESS						BUS	CVL		0	057	057	05	1	8.0	6	1	6	0.4914004914005	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220818083000	http://www.times.co.sz/news/136608-eec-eskom-to-renew-ppa.html
1059115077	20220818	202208	2022	2022.6247											CAN	CALGARY	CAN								0	042	042	04	1	1.9	10	1	10	-0.88638195004029	0								4	Afidnes, Perifereia Attikis, Greece	GR	GR54	16716	38.2167	23.8333	-813244	4	Afidnes, Perifereia Attikis, Greece	GR	GR54	16716	38.2167	23.8333	-813244	20220818083000	https://www.cbc.ca/news/world/canadair-water-bomber-wildfire-europe-1.6553592
1059115078	20220818	202208	2022	2022.6247											COP	LAW ENFORCEMENT AGENCIES						COP			1	046	046	04	1	7.0	5	1	5	0	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20220818083000	http://7thspace.com/headlines/1904936/hong_kong__concern_over_detained_hk_people.html
1059115079	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	046	046	04	1	7.0	10	1	10	1.17370892018779	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220818083000	https://www.northwestgeorgianews.com/tribune/regional/police-chief-announces-his-retirement-after-28-years-with-the-fairview-heights-department/article_bd3cea6d-cb60-5c29-976a-f93e7e621b6a.html
1059115080	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	060	060	06	2	6.0	1	1	1	-8.65800865800865	0								4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	20220818083000	https://www.9news.com.au/national/greyhound-trainer-charged-allegedly-giving-dog-alcohol-sabotaging-race-orange-nsw/ce93b5c6-0359-467b-b469-4556c4cb8c28
1059115081	20220818	202208	2022	2022.6247											COP	POLICE DISTRICT						COP			0	070	070	07	2	7.0	2	1	2	-8.65800865800865	0								4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	20220818083000	https://www.9news.com.au/national/greyhound-trainer-charged-allegedly-giving-dog-alcohol-sabotaging-race-orange-nsw/ce93b5c6-0359-467b-b469-4556c4cb8c28
1059115082	20220818	202208	2022	2022.6247											COP	POLICE DISTRICT						COP			0	070	070	07	2	7.0	1	1	1	-8.65800865800865	0								4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818083000	https://www.9news.com.au/national/greyhound-trainer-charged-allegedly-giving-dog-alcohol-sabotaging-race-orange-nsw/ce93b5c6-0359-467b-b469-4556c4cb8c28
1059115083	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	173	173	17	4	-5.0	6	1	6	-4.65686274509804	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220818083000	https://www.indiatvnews.com/crime/serial-woman-burglar-who-struck-100-houses-after-gaining-access-as-help-nabbed-in-ghaziabad-2022-08-18-800950
1059115084	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	173	173	17	4	-5.0	4	1	4	-4.65686274509804	0								4	Ghaziabad, Uttar Pradesh, India	IN	IN36	70265	28.6667	77.4333	-2096227	4	Ghaziabad, Uttar Pradesh, India	IN	IN36	70265	28.6667	77.4333	-2096227	20220818083000	https://www.indiatvnews.com/crime/serial-woman-burglar-who-struck-100-houses-after-gaining-access-as-help-nabbed-in-ghaziabad-2022-08-18-800950
1059115085	20220818	202208	2022	2022.6247											COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	5	1	5	-8.27586206896551	0								4	Mbabane, Hhohho, Swaziland	WZ	WZ01	77339	-26.3167	31.1333	-1331673	4	Mbabane, Hhohho, Swaziland	WZ	WZ01	77339	-26.3167	31.1333	-1331673	20220818083000	http://www.times.co.sz/news/136613-our-rights-denied-%E2%80%93-suspects.html
1059115086	20220818	202208	2022	2022.6247											CVL	VILLAGE						CVL			1	036	036	03	1	4.0	10	1	10	-0.833333333333333	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20220818083000	https://www.prokerala.com/news/articles/a1336500.html
1059115087	20220818	202208	2022	2022.6247											CVL	TOURIST						CVL			0	043	043	04	1	2.8	7	1	7	1.5531660692951	0								4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	20220818083000	https://www.indiatimes.com/news/india/with-huge-influx-of-tourists-homestay-culture-is-picking-up-in-kashmir-577458.html
1059115088	20220818	202208	2022	2022.6247											CVL	TOURIST						CVL			0	043	043	04	1	2.8	1	1	1	1.5531660692951	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20220818083000	https://www.indiatimes.com/news/india/with-huge-influx-of-tourists-homestay-culture-is-picking-up-in-kashmir-577458.html
1059115089	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	10	1	10	-2.4390243902439	0								3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	20220818083000	https://pamplinmedia.com/lor/48-news/554192-443432-survey-shows-62-in-oregon%C3%82%20want-roe-v-wade-reinstated
1059115090	20220818	202208	2022	2022.6247											CVL	VILLAGE						CVL			0	192	192	19	4	-9.5	2	1	2	1.5531660692951	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20220818083000	https://www.indiatimes.com/news/india/with-huge-influx-of-tourists-homestay-culture-is-picking-up-in-kashmir-577458.html
1059115091	20220818	202208	2022	2022.6247											CVL	VILLAGE						CVL			0	192	192	19	4	-9.5	1	1	1	1.5531660692951	0								4	Kupwara, Jammu and Kashmir, India	IN	IN12	72810	34.0306	74.2642	9242658	4	Dal Lake, India (general), India	IN	IN00	72789	34.1167	74.8667	-2093881	20220818083000	https://www.indiatimes.com/news/india/with-huge-influx-of-tourists-homestay-culture-is-picking-up-in-kashmir-577458.html
1059115092	20220818	202208	2022	2022.6247											CVL	VILLAGE						CVL			0	192	192	19	4	-9.5	7	1	7	1.5531660692951	0								4	Kupwara, Jammu and Kashmir, India	IN	IN12	72810	34.0306	74.2642	9242658	4	Kupwara, Jammu and Kashmir, India	IN	IN12	72810	34.0306	74.2642	9242658	20220818083000	https://www.indiatimes.com/news/india/with-huge-influx-of-tourists-homestay-culture-is-picking-up-in-kashmir-577458.html
1059115093	20220818	202208	2022	2022.6247											DEU	GERMAN	DEU								1	173	173	17	4	-5.0	8	1	8	-6.62983425414365	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818083000	https://www.eureporter.co/world/germany/2022/08/18/german-driver-jailed-for-life-for-2020-pedestrian-zone-killings/
1059115094	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	10	1	10	3.6734693877551	0								4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20220818083000	https://www.pulse.ng/business/local/jumia-delights-consumers-with-back-to-school-campaign/w2mz3fq
1059115095	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	8	1	8	-0.74626865671641	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220818083000	https://www.theeastafrican.co.ke/tea/news/east-africa/kenya-schools-reopen-3918388
1059115096	20220818	202208	2022	2022.6247											EDU	COLLEGE						EDU			1	043	043	04	1	2.8	2	1	2	1.26582278481012	0								4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	20220818083000	https://www.theargus.co.uk/news/20670240.brighton-college-head-boy-turns-cambridge-yale/
1059115097	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			0	057	057	05	1	8.0	5	1	5	2.92553191489362	0								0								0								20220818083000	https://www.ukauthority.com/articles/met-office-publishes-data-science-framework/
1059115098	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	190	190	19	4	-10.0	3	1	3	-4.20289855072464	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220818083000	https://afn.net/education/2022/08/18/teachers-union-has-budget-cutting-plan-lay-off-the-white-teachers-first/
1059115099	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	193	193	19	4	-10.0	5	1	5	-0.996033494931688	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220818083000	https://www.yahoo.com/gma/strangers-rally-help-uvalde-students-080812674.html
1059115100	20220818	202208	2022	2022.6247											ELI	RETIRED						ELI			0	040	040	04	1	1.0	1	1	1	-2.16204869857262	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818083000	https://www.stuff.co.nz/world/europe/300665259/the-enduring-lessons-of-the-ukrainian-hero-who-stood-up-to-soviet-russia-in-1944
1059115101	20220818	202208	2022	2022.6247											ELI	RETIRED						ELI			0	040	040	04	1	1.0	2	1	2	-2.16204869857262	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220818083000	https://www.stuff.co.nz/world/europe/300665259/the-enduring-lessons-of-the-ukrainian-hero-who-stood-up-to-soviet-russia-in-1944
1059115102	20220818	202208	2022	2022.6247											EST	ESTONIA	EST								1	043	043	04	1	2.8	2	1	2	-5.20504731861199	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818083000	https://www.austinchronicle.com/events/film/2022-08-19/orphan-first-kill/
1059115103	20220818	202208	2022	2022.6247											EURCVL	EUROPE	EUR					CVL			1	130	130	13	3	-4.4	6	1	6	-2.88461538461539	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818083000	https://www.rfi.fr/en/business-and-tech/20220818-germany-to-fall-short-of-gas-stock-targets-regulator
1059115104	20220818	202208	2022	2022.6247											FRA	PARIS	FRA								0	1043	104	10	3	-5.0	3	1	3	-2.16204869857262	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220818083000	https://www.stuff.co.nz/world/europe/300665259/the-enduring-lessons-of-the-ukrainian-hero-who-stood-up-to-soviet-russia-in-1944
1059115105	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	4	1	4	-2.22222222222223	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818083000	https://www.kamcity.com/namnews/products-promotions/us-sour-soda-brand-arrives-in-the-uk/
1059115106	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								0	061	061	06	2	6.4	2	1	2	2.63157894736842	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	1	United Kingdom	UK	UK		54	-4	UK	20220818083000	https://www.thedailystar.net/business/economy/news/new-uk-trade-scheme-ease-bangladeshs-ldc-graduation-3097621
1059115107	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								0	061	061	06	2	6.4	8	1	8	2.63157894736842	0								1	United Kingdom	UK	UK		54	-4	UK	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220818083000	https://www.thedailystar.net/business/economy/news/new-uk-trade-scheme-ease-bangladeshs-ldc-graduation-3097621
1059115108	20220818	202208	2022	2022.6247											GHA	GHANA	GHA								0	061	061	06	2	6.4	10	1	10	-7.06319702602231	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220818083000	https://www.thestar.com.my/lifestyle/living/2022/08/18/pets-suspected-of-having-monkeypox-should-be-isolated-cdc-says
1059115109	20220818	202208	2022	2022.6247											GOV	ADMINISTRATION						GOV			0	020	020	02	1	3.0	5	1	5	-0.48143053645117	0								5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	20220818083000	https://pmnewsnigeria.com/2022/08/18/barth-nnaji-and-the-electricity-conundrum/
