1059179053	20120820	201208	2012	2012.6301	FRA	FRENCH	FRA								MLI	MALI	MLI								0	051	051	05	1	3.4	2	1	2	-4.71204188481675	1	France	FR	FR		46	2	FR	4	Tessit, Gao, Mali	ML	ML09	19374	15.2238	0.2925	-1075438	4	Tessit, Gao, Mali	ML	ML09	19374	15.2238	0.2925	-1075438	20220818163000	https://www.dw.com/en/mali-informs-un-that-france-armed-islamist-militants/a-62853737
1059179054	20120820	201208	2012	2012.6301	FRA	FRENCH	FRA								MLI	MALI	MLI								0	072	072	07	2	8.3	4	1	4	-4.71204188481675	1	France	FR	FR		46	2	FR	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	20220818163000	https://www.dw.com/en/mali-informs-un-that-france-armed-islamist-militants/a-62853737
1059179055	20120820	201208	2012	2012.6301	FRAMIL	FRENCH	FRA					MIL			MLI	MALI	MLI								0	051	051	05	1	3.4	3	1	3	-4.71204188481675	1	France	FR	FR		46	2	FR	4	Tessit, Gao, Mali	ML	ML09	19374	15.2238	0.2925	-1075438	1	France	FR	FR		46	2	FR	20220818163000	https://www.dw.com/en/mali-informs-un-that-france-armed-islamist-militants/a-62853737
1059179056	20120820	201208	2012	2012.6301	FRAMIL	FRENCH	FRA					MIL			MLI	MALI	MLI								0	072	072	07	2	8.3	3	1	3	-4.71204188481675	1	France	FR	FR		46	2	FR	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	20220818163000	https://www.dw.com/en/mali-informs-un-that-france-armed-islamist-militants/a-62853737
1059179057	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								LEG	REPRESENTATIVES						LEG			1	026	026	02	1	4.0	2	1	2	4.67128027681661	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220818163000	https://www.tellerreport.com/news/2022-08-18-more-than-20-years-of-aid-to-tibet-friendship--engraving-the-history-of-the-chinese-nation-s-deep-brotherhood-and-blood-connection.SyfU-RToCq.html
1059179058	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								LEG	REPRESENTATIVES						LEG			1	040	040	04	1	1.0	2	1	2	4.67128027681661	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220818163000	https://www.tellerreport.com/news/2022-08-18-more-than-20-years-of-aid-to-tibet-friendship--engraving-the-history-of-the-chinese-nation-s-deep-brotherhood-and-blood-connection.SyfU-RToCq.html
1059179059	20210818	202108	2021	2021.6247	CHNGOV	XI JINPING	CHN					GOV			LEG	REPRESENTATIVES						LEG			1	026	026	02	1	4.0	3	1	3	4.67128027681661	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220818163000	https://www.tellerreport.com/news/2022-08-18-more-than-20-years-of-aid-to-tibet-friendship--engraving-the-history-of-the-chinese-nation-s-deep-brotherhood-and-blood-connection.SyfU-RToCq.html
1059179060	20210818	202108	2021	2021.6247	CHNGOV	XI JINPING	CHN					GOV			LEG	REPRESENTATIVES						LEG			1	040	040	04	1	1.0	3	1	3	4.67128027681661	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220818163000	https://www.tellerreport.com/news/2022-08-18-more-than-20-years-of-aid-to-tibet-friendship--engraving-the-history-of-the-chinese-nation-s-deep-brotherhood-and-blood-connection.SyfU-RToCq.html
1059179061	20210818	202108	2021	2021.6247	GOV	KING						GOV			USA	MAINE	USA								1	042	042	04	1	1.9	3	1	3	0.0798722044728402	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220818163000	https://www.soundingsonline.com/features/taking-it-down-a-notch
1059179062	20210818	202108	2021	2021.6247	GUY	GUYANA	GUY																		0	172	172	17	4	-5.0	5	1	5	-0.658857979502196	1	Guyana	GY	GY		5	-59	GY	0								1	Guyana	GY	GY		5	-59	GY	20220818163000	https://www.guardian.co.tt/news/expect-us95-price-for-crude-oil-next-year-6.2.1534262.60b450c1b0
1059179063	20210818	202108	2021	2021.6247	JUD	LAWYER						JUD			USA	UNITED STATES	USA								0	016	016	01	1	-2.0	4	1	4	-8.92531876138435	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220818163000	https://www.theepochtimes.com/trump-organization-cfo-pleads-guilty-to-tax-evasion-lawyer_4673394.html
1059179064	20210818	202108	2021	2021.6247	LEG	REPRESENTATIVES						LEG			CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	4.67128027681661	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220818163000	https://www.tellerreport.com/news/2022-08-18-more-than-20-years-of-aid-to-tibet-friendship--engraving-the-history-of-the-chinese-nation-s-deep-brotherhood-and-blood-connection.SyfU-RToCq.html
1059179065	20210818	202108	2021	2021.6247	LEG	REPRESENTATIVES						LEG			CHNGOV	XI JINPING	CHN					GOV			1	040	040	04	1	1.0	3	1	3	4.67128027681661	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20220818163000	https://www.tellerreport.com/news/2022-08-18-more-than-20-years-of-aid-to-tibet-friendship--engraving-the-history-of-the-chinese-nation-s-deep-brotherhood-and-blood-connection.SyfU-RToCq.html
