1059135558	20210818	202108	2021	2021.6247											CVL	TOURIST						CVL			1	042	042	04	1	1.9	10	1	10	-1.11731843575419	0								3	Cahaba River, Alabama, United States	US	USAL		32.3193	-87.0947	159294	3	Cahaba River, Alabama, United States	US	USAL		32.3193	-87.0947	159294	20220818111500	https://www.goodnewsnetwork.org/toxic-coal-mine-becomes-wildlife-refuge-with-tourists-flocking-to-see-rare-white-lilies/
1059135559	20210818	202108	2021	2021.6247											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	2.07336523125997	0								4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	20220818111500	https://www.newsweek.com/ryan-reynolds-surprises-fan-signed-copies-movies-1734699
1059135560	20210818	202108	2021	2021.6247											MNCUSA	DISNEY	USA					MNC			1	042	042	04	1	1.9	1	1	1	2.07336523125997	0								4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	20220818111500	https://www.newsweek.com/ryan-reynolds-surprises-fan-signed-copies-movies-1734699
1059135561	20210818	202108	2021	2021.6247	CVL	TOURIST						CVL													1	043	043	04	1	2.8	10	1	10	-1.11731843575419	3	Cahaba, Alabama, United States	US	USAL	AL047	32.3168	-87.1014	115367	0								3	Cahaba, Alabama, United States	US	USAL	AL047	32.3168	-87.1014	115367	20220818111500	https://www.goodnewsnetwork.org/toxic-coal-mine-becomes-wildlife-refuge-with-tourists-flocking-to-see-rare-white-lilies/
1059135562	20210818	202108	2021	2021.6247	GBR	UNITED KINGDOM	GBR																		1	043	043	04	1	2.8	2	1	2	2.07336523125997	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	0								4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	20220818111500	https://www.newsweek.com/ryan-reynolds-surprises-fan-signed-copies-movies-1734699
1059135563	20210818	202108	2021	2021.6247	GBR	BRITISH	GBR								IRL	IRELAND	IRL								1	130	130	13	3	-4.4	1	1	1	-2.76497695852535	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	20220818111500	https://unitedwithisrael.org/eu-accused-of-blocking-kosher-food-deliveries-to-northern-ireland/
1059135564	20210818	202108	2021	2021.6247	GBR	BRITISH	GBR								IRL	IRELAND	IRL								1	130	130	13	3	-4.4	1	1	1	-2.76497695852535	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	1	Ireland	EI	EI		53	-8	EI	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	20220818111500	https://unitedwithisrael.org/eu-accused-of-blocking-kosher-food-deliveries-to-northern-ireland/
1059135565	20210818	202108	2021	2021.6247	GBR	UNITED KINGDOM	GBR								MNCUSA	DISNEY	USA					MNC			1	043	043	04	1	2.8	2	1	2	2.07336523125997	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	20220818111500	https://www.newsweek.com/ryan-reynolds-surprises-fan-signed-copies-movies-1734699
1059135566	20210818	202108	2021	2021.6247	GBRGOV	UNITED KINGDOM	GBR					GOV			IRL	IRELAND	IRL								1	130	130	13	3	-4.4	1	1	1	-2.76497695852535	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	20220818111500	https://unitedwithisrael.org/eu-accused-of-blocking-kosher-food-deliveries-to-northern-ireland/
1059135567	20210818	202108	2021	2021.6247	GBRGOV	BRITISH	GBR					GOV			IRL	IRELAND	IRL								1	130	130	13	3	-4.4	7	1	7	-2.76497695852535	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	1	Ireland	EI	EI		53	-8	EI	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	20220818111500	https://unitedwithisrael.org/eu-accused-of-blocking-kosher-food-deliveries-to-northern-ireland/
